IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
154.26.186.85,4,4,0.00,174.89,51.07
141.101.120.144,4,4,0.00,167.94,41.22
141.101.90.104,4,4,0.00,185.47,33.60
170.114.45.1,4,4,0.00,181.32,20.35
141.101.90.104,4,4,0.00,190.97,11.93
141.101.90.103,4,4,0.00,195.03,11.38
141.101.90.107,4,4,0.00,199.04,10.34
141.101.90.103,4,4,0.00,179.89,8.70
141.101.115.24,4,4,0.00,191.26,7.77
141.101.114.166,4,4,0.00,195.86,6.77
