104.19.61.254,SJC,North America,San Jose,159 ms
104.19.141.26,LAX,North America,Los Angeles,160 ms
104.16.112.148,LAX,North America,Los Angeles,160 ms
104.18.16.7,LAX,North America,Los Angeles,160 ms
104.19.203.118,SJC,North America,San Jose,162 ms
