104.16.51.103,SJC,North America,San Jose,149 ms
162.159.130.136,SJC,North America,San Jose,150 ms
162.159.140.220,SJC,North America,San Jose,151 ms
172.66.43.70,SJC,North America,San Jose,151 ms
162.159.194.0,SJC,North America,San Jose,154 ms
