162.159.14.38,SJC,North America,San Jose,148 ms
162.159.13.183,SJC,North America,San Jose,149 ms
162.159.17.107,SJC,North America,San Jose,151 ms
162.159.21.155,SJC,North America,San Jose,152 ms
162.159.152.32,SJC,North America,San Jose,152 ms
