104.18.34.155,HKG,Asia Pacific,Hong Kong,159 ms
104.17.132.103,HKG,Asia Pacific,Hong Kong,160 ms
104.17.140.232,HKG,Asia Pacific,Hong Kong,161 ms
104.17.137.166,HKG,Asia Pacific,Hong Kong,162 ms
104.22.28.221,HKG,Asia Pacific,Hong Kong,162 ms
