IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
141.101.121.104,4,4,0.00,166.33,46.98
141.101.120.76,4,4,0.00,164.47,44.49
141.101.123.244,4,4,0.00,169.54,40.93
162.159.38.176,4,4,0.00,167.28,30.38
162.159.254.231,4,4,0.00,169.93,26.53
162.159.253.98,4,4,0.00,171.88,23.70
162.159.45.46,4,4,0.00,183.01,22.98
162.159.252.32,4,4,0.00,176.56,21.82
162.159.207.138,4,4,0.00,175.73,20.40
162.159.244.29,4,4,0.00,181.15,17.58
