104.21.206.118,LHR,Europe,London,192 ms
172.67.173.209,LHR,Europe,London,198 ms
104.21.223.80,LHR,Europe,London,200 ms
172.67.141.119,LHR,Europe,London,202 ms
104.21.207.182,LHR,Europe,London,202 ms
