1,,,,
172.67.201.209,AMS,Europe,Amsterdam,174 ms
104.21.98.16,AMS,Europe,Amsterdam,174 ms
104.21.36.205,AMS,Europe,Amsterdam,174 ms
172.67.153.209,AMS,Europe,Amsterdam,175 ms
104.21.61.123,AMS,Europe,Amsterdam,177 ms
