IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
23.227.38.70,4,4,0.00,332.36,46.17
23.227.38.71,4,4,0.00,332.71,42.02
23.227.38.71,4,4,0.00,312.94,40.12
23.227.38.70,4,4,0.00,314.09,35.47
23.227.38.68,4,4,0.00,325.82,16.78
23.227.38.71,4,4,0.00,332.71,13.85
23.227.38.68,4,4,0.00,325.35,13.28
23.227.38.68,4,4,0.00,313.73,10.03
23.227.38.66,4,4,0.00,337.39,6.48
23.227.38.70,4,4,0.00,319.37,6.34
