IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
65.49.237.39,4,3,0.25,225.25,0.00
18.172.39.196,4,3,0.25,225.30,0.00
65.49.237.237,4,3,0.25,225.41,0.00
18.65.199.48,4,3,0.25,226.31,0.00
65.49.236.53,4,3,0.25,226.33,0.00
23.215.46.207,4,3,0.25,226.55,0.00
65.49.236.53,4,3,0.25,227.10,0.00
65.49.236.71,4,3,0.25,227.19,0.00
99.84.55.23,4,3,0.25,228.12,0.00
65.49.237.173,4,3,0.25,228.15,0.00
65.49.237.237,4,3,0.25,228.20,0.00
65.49.237.237,4,3,0.25,228.58,0.00
65.49.237.173,4,3,0.25,228.70,0.00
65.49.237.39,4,3,0.25,228.88,0.00
65.49.237.237,4,3,0.25,229.97,0.00
54.248.213.101,4,3,0.25,229.98,0.00
99.84.55.123,4,3,0.25,230.72,0.00
65.49.236.71,4,3,0.25,231.21,0.00
65.49.237.237,4,3,0.25,231.34,0.00
65.49.237.173,4,3,0.25,231.75,0.00
65.49.236.53,4,3,0.25,231.87,0.00
65.49.236.71,4,3,0.25,232.15,0.00
65.49.237.173,4,3,0.25,232.52,0.00
65.49.237.173,4,3,0.25,233.11,0.00
65.49.237.173,4,3,0.25,233.20,0.00
65.49.237.237,4,3,0.25,233.79,0.00
47.245.41.242,4,3,0.25,234.21,0.00
65.49.236.71,4,3,0.25,234.35,0.00
65.49.237.173,4,3,0.25,234.55,0.00
65.49.237.237,4,3,0.25,234.84,0.00
65.49.237.173,4,3,0.25,235.49,0.00
65.49.237.114,4,3,0.25,235.71,0.00
65.49.237.237,4,3,0.25,235.81,0.00
65.49.237.8,4,3,0.25,236.50,0.00
65.49.237.39,4,3,0.25,236.50,0.00
65.49.237.8,4,3,0.25,236.65,0.00
65.49.236.151,4,3,0.25,237.12,0.00
65.49.237.173,4,3,0.25,237.23,0.00
139.162.118.83,4,3,0.25,237.68,0.00
65.49.237.237,4,3,0.25,237.86,0.00
18.65.207.114,4,3,0.25,238.22,0.00
65.49.237.39,4,3,0.25,238.25,0.00
65.49.237.173,4,3,0.25,238.42,0.00
137.220.181.239,4,3,0.25,238.69,0.00
65.49.237.173,4,3,0.25,238.82,0.00
65.49.237.114,4,3,0.25,239.08,0.00
13.227.56.109,4,3,0.25,239.16,0.00
45.66.131.176,4,3,0.25,239.48,0.00
65.49.236.151,4,3,0.25,239.66,0.00
65.49.236.71,4,3,0.25,239.68,0.00
65.49.237.173,4,3,0.25,239.87,0.00
65.49.237.173,4,3,0.25,240.30,0.00
65.49.237.237,4,3,0.25,240.38,0.00
18.65.214.69,4,3,0.25,240.93,0.00
65.49.237.173,4,3,0.25,241.54,0.00
65.49.237.173,4,3,0.25,241.78,0.00
65.49.237.173,4,3,0.25,241.86,0.00
65.49.236.71,4,3,0.25,242.95,0.00
54.248.75.19,4,3,0.25,242.99,0.00
65.49.237.39,4,3,0.25,243.09,0.00
65.49.237.114,4,3,0.25,243.23,0.00
65.49.237.173,4,3,0.25,243.38,0.00
65.49.237.173,4,3,0.25,244.25,0.00
65.49.237.39,4,3,0.25,244.58,0.00
65.49.237.39,4,3,0.25,244.91,0.00
13.115.47.65,4,3,0.25,245.00,0.00
65.49.237.173,4,3,0.25,245.32,0.00
65.49.237.237,4,3,0.25,246.06,0.00
65.49.237.114,4,3,0.25,246.33,0.00
123.108.70.149,4,3,0.25,247.04,0.00
65.49.237.173,4,3,0.25,247.74,0.00
65.49.237.173,4,3,0.25,247.93,0.00
65.49.237.173,4,3,0.25,249.21,0.00
172.105.212.115,4,3,0.25,250.11,0.00
13.227.62.124,4,3,0.25,250.17,0.00
193.32.150.200,4,3,0.25,250.41,0.00
65.49.237.237,4,3,0.25,250.80,0.00
158.101.153.210,4,3,0.25,252.59,0.00
156.231.112.248,4,3,0.25,253.12,0.00
138.3.209.104,4,3,0.25,253.14,0.00
65.49.236.71,4,3,0.25,253.24,0.00
65.49.236.153,4,3,0.25,254.31,0.00
65.49.236.53,4,3,0.25,254.64,0.00
65.49.237.237,4,3,0.25,254.67,0.00
65.49.237.173,4,3,0.25,254.81,0.00
172.105.212.115,4,3,0.25,254.89,0.00
65.49.237.237,4,3,0.25,255.53,0.00
65.49.236.53,4,3,0.25,255.72,0.00
13.35.51.165,4,3,0.25,255.98,0.00
65.49.237.8,4,3,0.25,256.04,0.00
3.115.150.201,4,3,0.25,256.10,0.00
20.222.226.158,4,3,0.25,256.50,0.00
18.172.50.164,4,3,0.25,257.25,0.00
65.49.236.53,4,3,0.25,257.58,0.00
154.92.9.1,4,3,0.25,257.83,0.00
13.114.63.189,4,3,0.25,257.89,0.00
47.74.13.129,4,3,0.25,258.38,0.00
65.49.236.53,4,3,0.25,258.70,0.00
65.49.236.71,4,3,0.25,258.75,0.00
65.49.237.237,4,3,0.25,258.84,0.00
18.65.171.37,4,3,0.25,259.19,0.00
65.49.237.8,4,3,0.25,261.10,0.00
158.101.157.98,4,3,0.25,261.59,0.00
65.49.237.237,4,3,0.25,261.66,0.00
65.49.236.71,4,3,0.25,262.36,0.00
18.65.199.66,4,3,0.25,263.76,0.00
65.49.236.71,4,3,0.25,264.12,0.00
65.49.237.114,4,3,0.25,264.12,0.00
65.49.236.153,4,3,0.25,264.27,0.00
45.143.233.196,4,3,0.25,264.47,0.00
65.49.236.53,4,3,0.25,264.60,0.00
150.230.207.188,4,3,0.25,266.68,0.00
45.77.21.193,4,3,0.25,266.89,0.00
137.220.150.92,4,3,0.25,266.93,0.00
65.49.237.8,4,3,0.25,267.05,0.00
158.101.141.78,4,3,0.25,267.24,0.00
23.215.44.207,4,3,0.25,267.54,0.00
65.49.236.71,4,3,0.25,268.03,0.00
103.24.204.63,4,3,0.25,268.17,0.00
65.49.237.8,4,3,0.25,269.48,0.00
131.186.60.210,4,3,0.25,274.40,0.00
13.231.158.213,4,3,0.25,274.93,0.00
65.49.236.71,4,3,0.25,275.38,0.00
65.49.236.71,4,3,0.25,275.98,0.00
35.77.89.174,4,3,0.25,276.32,0.00
18.65.207.24,4,3,0.25,276.90,0.00
65.49.237.114,4,3,0.25,277.04,0.00
65.49.236.153,4,3,0.25,277.14,0.00
20.78.66.86,4,3,0.25,278.19,0.00
65.49.236.71,4,3,0.25,278.30,0.00
65.49.237.237,4,3,0.25,279.58,0.00
18.172.31.14,4,3,0.25,280.07,0.00
43.163.217.250,4,3,0.25,280.57,0.00
13.249.160.128,4,3,0.25,281.35,0.00
65.49.236.53,4,3,0.25,281.38,0.00
65.49.237.8,4,3,0.25,282.54,0.00
209.146.103.96,4,3,0.25,282.84,0.00
65.49.236.71,4,3,0.25,282.95,0.00
18.172.39.71,4,3,0.25,283.01,0.00
65.49.236.153,4,3,0.25,283.78,0.00
65.49.236.71,4,3,0.25,284.19,0.00
18.65.216.109,4,3,0.25,284.30,0.00
65.49.236.151,4,3,0.25,284.72,0.00
23.192.47.146,4,3,0.25,284.95,0.00
65.49.236.53,4,3,0.25,285.71,0.00
65.49.236.53,4,3,0.25,285.93,0.00
65.49.237.8,4,3,0.25,286.17,0.00
65.49.237.8,4,3,0.25,286.22,0.00
188.253.25.110,4,3,0.25,287.09,0.00
18.65.214.83,4,3,0.25,287.78,0.00
209.146.102.213,4,3,0.25,288.43,0.00
65.49.236.151,4,3,0.25,290.29,0.00
65.49.237.8,4,3,0.25,290.44,0.00
65.49.236.71,4,3,0.25,290.88,0.00
65.49.237.237,4,3,0.25,291.03,0.00
52.193.145.213,4,3,0.25,291.29,0.00
65.49.236.53,4,3,0.25,291.76,0.00
13.227.56.121,4,3,0.25,291.93,0.00
13.115.47.65,4,3,0.25,292.29,0.00
65.49.236.53,4,3,0.25,294.00,0.00
140.227.176.149,4,3,0.25,294.45,0.00
65.49.236.151,4,3,0.25,294.49,0.00
65.49.237.237,4,3,0.25,294.94,0.00
13.114.109.69,4,3,0.25,296.79,0.00
65.49.236.71,4,3,0.25,297.20,0.00
65.49.237.237,4,3,0.25,297.43,0.00
18.65.190.195,4,3,0.25,297.65,0.00
65.49.236.53,4,3,0.25,297.79,0.00
65.49.237.8,4,3,0.25,298.18,0.00
65.49.236.53,4,3,0.25,298.84,0.00
65.49.236.71,4,3,0.25,299.27,0.00
65.49.237.114,4,3,0.25,299.47,0.00
65.49.237.237,4,3,0.25,299.65,0.00
65.49.237.237,4,3,0.25,300.03,0.00
65.49.237.237,4,3,0.25,300.16,0.00
65.49.236.151,4,3,0.25,300.18,0.00
65.49.237.8,4,3,0.25,300.54,0.00
18.65.190.70,4,3,0.25,301.90,0.00
65.49.237.237,4,3,0.25,302.31,0.00
65.49.237.39,4,3,0.25,302.65,0.00
154.16.248.177,4,3,0.25,303.62,0.00
209.146.102.39,4,3,0.25,304.23,0.00
18.65.199.33,4,3,0.25,304.26,0.00
65.49.236.153,4,3,0.25,304.54,0.00
209.146.100.237,4,3,0.25,304.73,0.00
65.49.236.71,4,3,0.25,305.44,0.00
65.49.236.53,4,3,0.25,306.30,0.00
18.172.50.193,4,3,0.25,306.54,0.00
65.49.237.39,4,3,0.25,306.60,0.00
13.35.49.100,4,3,0.25,307.10,0.00
65.49.236.153,4,3,0.25,307.43,0.00
13.35.45.104,4,3,0.25,307.47,0.00
65.49.237.8,4,3,0.25,308.12,0.00
209.146.103.137,4,3,0.25,308.25,0.00
154.92.9.0,4,3,0.25,308.82,0.00
65.49.236.71,4,3,0.25,308.94,0.00
65.49.237.237,4,3,0.25,309.04,0.00
65.49.236.71,4,3,0.25,309.43,0.00
65.49.236.53,4,3,0.25,310.35,0.00
65.49.236.151,4,3,0.25,310.35,0.00
65.49.236.153,4,3,0.25,310.81,0.00
65.49.237.237,4,3,0.25,310.89,0.00
65.49.236.71,4,3,0.25,311.06,0.00
154.92.9.0,4,3,0.25,311.34,0.00
65.49.237.237,4,3,0.25,311.61,0.00
65.49.236.71,4,3,0.25,312.04,0.00
154.92.9.166,4,3,0.25,312.10,0.00
65.49.237.237,4,3,0.25,312.22,0.00
65.49.236.71,4,3,0.25,313.05,0.00
65.49.237.237,4,3,0.25,313.53,0.00
5.8.71.96,4,3,0.25,313.63,0.00
65.49.236.71,4,3,0.25,314.71,0.00
65.49.236.71,4,3,0.25,314.81,0.00
65.49.236.71,4,3,0.25,314.88,0.00
18.172.52.63,4,3,0.25,315.14,0.00
65.49.236.71,4,3,0.25,316.23,0.00
65.49.236.71,4,3,0.25,316.62,0.00
23.209.45.50,4,3,0.25,316.89,0.00
65.49.236.71,4,3,0.25,318.24,0.00
65.49.237.237,4,3,0.25,319.15,0.00
65.49.237.173,4,3,0.25,320.51,0.00
18.65.171.197,4,3,0.25,320.61,0.00
103.35.189.133,4,3,0.25,320.73,0.00
38.47.125.135,4,3,0.25,320.95,0.00
65.49.237.173,4,3,0.25,321.54,0.00
54.199.223.143,4,3,0.25,321.66,0.00
149.28.19.108,4,3,0.25,322.11,0.00
65.49.236.71,4,3,0.25,322.50,0.00
65.49.237.237,4,3,0.25,322.82,0.00
65.49.236.53,4,3,0.25,323.57,0.00
65.49.236.71,4,3,0.25,324.51,0.00
188.253.25.173,4,3,0.25,324.85,0.00
140.83.38.172,4,3,0.25,326.44,0.00
3.113.235.16,4,3,0.25,326.97,0.00
65.49.236.71,4,3,0.25,327.10,0.00
141.147.174.243,4,3,0.25,327.35,0.00
65.49.237.237,4,3,0.25,327.43,0.00
65.49.237.173,4,3,0.25,327.86,0.00
65.49.237.237,4,3,0.25,327.89,0.00
65.49.236.71,4,3,0.25,328.76,0.00
65.49.236.71,4,3,0.25,329.21,0.00
65.49.236.71,4,3,0.25,329.30,0.00
155.248.187.121,4,3,0.25,330.25,0.00
65.49.236.71,4,3,0.25,330.48,0.00
65.49.237.237,4,3,0.25,330.52,0.00
18.172.50.13,4,3,0.25,330.56,0.00
65.49.236.71,4,3,0.25,331.49,0.00
65.49.236.53,4,3,0.25,331.75,0.00
65.49.236.53,4,3,0.25,333.14,0.00
137.220.130.105,4,3,0.25,334.21,0.00
65.49.237.8,4,3,0.25,334.39,0.00
65.49.237.237,4,3,0.25,336.70,0.00
65.49.236.71,4,3,0.25,336.78,0.00
65.49.236.71,4,3,0.25,338.03,0.00
23.35.120.20,4,3,0.25,338.17,0.00
65.49.237.237,4,3,0.25,338.21,0.00
65.49.236.71,4,3,0.25,338.28,0.00
13.249.166.136,4,3,0.25,338.79,0.00
65.49.236.151,4,3,0.25,338.87,0.00
65.49.237.8,4,3,0.25,338.88,0.00
65.49.237.8,4,3,0.25,339.17,0.00
65.49.237.8,4,3,0.25,339.55,0.00
65.49.236.151,4,3,0.25,339.90,0.00
65.49.236.53,4,3,0.25,339.94,0.00
65.49.236.53,4,3,0.25,340.25,0.00
65.49.236.151,4,3,0.25,341.37,0.00
65.49.237.8,4,3,0.25,341.60,0.00
65.49.236.151,4,3,0.25,341.75,0.00
65.49.236.151,4,3,0.25,342.07,0.00
18.179.221.210,4,3,0.25,342.83,0.00
65.49.236.71,4,3,0.25,342.91,0.00
65.49.237.173,4,3,0.25,343.00,0.00
65.49.237.173,4,3,0.25,343.42,0.00
65.49.236.151,4,3,0.25,343.74,0.00
65.49.237.237,4,3,0.25,343.93,0.00
65.49.237.8,4,3,0.25,344.31,0.00
65.49.236.151,4,3,0.25,344.33,0.00
65.49.236.151,4,3,0.25,345.27,0.00
18.65.190.144,4,3,0.25,345.49,0.00
65.49.236.151,4,3,0.25,345.52,0.00
65.49.236.151,4,3,0.25,345.56,0.00
65.49.236.151,4,3,0.25,345.68,0.00
65.49.236.151,4,3,0.25,346.00,0.00
13.35.49.73,4,3,0.25,346.27,0.00
65.49.236.53,4,3,0.25,346.49,0.00
65.49.237.8,4,3,0.25,346.61,0.00
65.49.236.151,4,3,0.25,346.65,0.00
65.49.236.71,4,3,0.25,348.06,0.00
65.49.236.151,4,3,0.25,348.45,0.00
65.49.237.8,4,3,0.25,348.46,0.00
65.49.236.71,4,3,0.25,348.59,0.00
65.49.237.8,4,3,0.25,348.60,0.00
65.49.237.237,4,3,0.25,348.87,0.00
65.49.237.237,4,3,0.25,349.67,0.00
65.49.237.237,4,3,0.25,350.11,0.00
65.49.237.237,4,3,0.25,350.19,0.00
65.49.237.8,4,3,0.25,351.00,0.00
65.49.236.53,4,3,0.25,351.08,0.00
65.49.236.71,4,3,0.25,351.40,0.00
65.49.237.8,4,3,0.25,351.76,0.00
65.49.237.8,4,3,0.25,352.00,0.00
65.49.236.71,4,3,0.25,352.40,0.00
65.49.237.237,4,3,0.25,352.44,0.00
65.49.237.8,4,3,0.25,352.61,0.00
65.49.236.151,4,3,0.25,352.65,0.00
65.49.237.8,4,3,0.25,352.86,0.00
65.49.237.173,4,3,0.25,353.53,0.00
65.49.237.8,4,3,0.25,353.99,0.00
65.49.237.8,4,3,0.25,354.06,0.00
65.49.236.53,4,3,0.25,354.52,0.00
156.231.11.250,4,3,0.25,354.82,0.00
65.49.237.39,4,3,0.25,355.05,0.00
65.49.236.53,4,3,0.25,355.34,0.00
18.172.52.29,4,3,0.25,355.52,0.00
65.49.236.53,4,3,0.25,355.99,0.00
65.49.237.173,4,3,0.25,356.00,0.00
65.49.237.8,4,3,0.25,356.41,0.00
18.172.39.27,4,3,0.25,356.83,0.00
65.49.237.237,4,3,0.25,357.36,0.00
65.49.236.53,4,3,0.25,357.43,0.00
65.49.237.8,4,3,0.25,357.58,0.00
65.49.237.39,4,3,0.25,358.06,0.00
65.49.236.151,4,3,0.25,358.29,0.00
65.49.237.39,4,3,0.25,359.09,0.00
65.49.237.39,4,3,0.25,359.23,0.00
65.49.237.237,4,3,0.25,359.66,0.00
65.49.237.8,4,3,0.25,359.97,0.00
23.192.47.82,4,3,0.25,359.99,0.00
65.49.237.237,4,3,0.25,360.35,0.00
65.49.236.153,4,3,0.25,360.44,0.00
65.49.237.237,4,3,0.25,361.42,0.00
18.65.214.51,4,3,0.25,361.51,0.00
65.49.237.39,4,3,0.25,361.70,0.00
18.176.247.73,4,3,0.25,361.87,0.00
65.49.237.237,4,3,0.25,361.99,0.00
65.49.237.237,4,3,0.25,362.12,0.00
65.49.237.237,4,3,0.25,362.41,0.00
65.9.42.63,4,3,0.25,362.49,0.00
65.49.237.237,4,3,0.25,362.52,0.00
65.49.237.8,4,3,0.25,363.29,0.00
65.49.237.8,4,3,0.25,363.38,0.00
65.49.236.151,4,3,0.25,363.78,0.00
65.49.237.173,4,3,0.25,363.98,0.00
65.49.237.173,4,3,0.25,364.01,0.00
45.88.193.7,4,3,0.25,364.23,0.00
65.49.237.39,4,3,0.25,364.58,0.00
65.49.237.8,4,3,0.25,364.76,0.00
65.49.237.237,4,3,0.25,364.77,0.00
65.49.236.71,4,3,0.25,365.06,0.00
65.49.237.237,4,3,0.25,365.07,0.00
65.49.236.71,4,3,0.25,365.67,0.00
65.49.236.153,4,3,0.25,365.69,0.00
65.9.37.126,4,3,0.25,366.14,0.00
65.49.237.237,4,3,0.25,366.19,0.00
65.49.236.151,4,3,0.25,366.41,0.00
65.49.236.53,4,3,0.25,367.85,0.00
65.49.237.173,4,3,0.25,367.91,0.00
65.49.237.237,4,3,0.25,368.05,0.00
65.49.237.39,4,3,0.25,368.07,0.00
65.49.237.173,4,3,0.25,368.24,0.00
158.101.153.210,4,3,0.25,368.25,0.00
65.49.237.39,4,3,0.25,368.63,0.00
65.49.237.8,4,3,0.25,368.78,0.00
65.49.236.71,4,3,0.25,368.83,0.00
65.49.236.71,4,3,0.25,369.17,0.00
65.49.237.39,4,3,0.25,369.79,0.00
65.49.237.8,4,3,0.25,369.95,0.00
65.49.237.8,4,3,0.25,370.75,0.00
65.49.236.151,4,3,0.25,370.81,0.00
103.35.191.246,4,3,0.25,371.05,0.00
65.49.237.39,4,3,0.25,371.28,0.00
65.49.237.8,4,3,0.25,371.37,0.00
65.49.237.173,4,3,0.25,371.65,0.00
65.49.237.8,4,3,0.25,372.31,0.00
65.49.237.8,4,3,0.25,372.35,0.00
65.49.236.153,4,3,0.25,372.66,0.00
65.49.237.39,4,3,0.25,372.98,0.00
65.49.236.53,4,3,0.25,373.10,0.00
65.49.237.8,4,3,0.25,373.11,0.00
65.49.236.71,4,3,0.25,373.36,0.00
156.231.11.180,4,3,0.25,373.92,0.00
5.180.45.107,4,3,0.25,374.73,0.00
65.49.236.151,4,3,0.25,374.85,0.00
65.49.237.237,4,3,0.25,375.26,0.00
65.49.237.39,4,3,0.25,375.59,0.00
65.49.236.71,4,3,0.25,375.68,0.00
89.187.28.78,4,3,0.25,376.18,0.00
65.49.237.39,4,3,0.25,376.26,0.00
23.193.170.58,4,3,0.25,376.45,0.00
65.49.237.237,4,3,0.25,376.71,0.00
65.49.236.151,4,3,0.25,376.72,0.00
65.49.237.39,4,3,0.25,376.96,0.00
147.78.242.245,4,3,0.25,378.25,0.00
65.49.237.39,4,3,0.25,378.38,0.00
103.117.102.91,4,3,0.25,378.40,0.00
65.49.237.237,4,3,0.25,379.57,0.00
65.49.237.39,4,3,0.25,379.97,0.00
65.49.237.173,4,3,0.25,380.00,0.00
65.49.237.39,4,3,0.25,380.15,0.00
141.147.169.245,4,3,0.25,380.53,0.00
65.49.237.39,4,3,0.25,380.89,0.00
65.49.236.53,4,3,0.25,381.15,0.00
65.49.237.39,4,3,0.25,382.09,0.00
65.49.237.114,4,3,0.25,382.56,0.00
65.49.237.173,4,3,0.25,383.00,0.00
65.49.236.151,4,3,0.25,383.24,0.00
65.49.236.71,4,3,0.25,384.06,0.00
65.49.237.39,4,3,0.25,384.60,0.00
13.35.70.205,4,3,0.25,384.70,0.00
65.49.236.151,4,3,0.25,384.73,0.00
65.49.236.71,4,3,0.25,385.19,0.00
65.49.237.39,4,3,0.25,385.50,0.00
13.227.62.10,4,3,0.25,385.62,0.00
65.49.236.53,4,3,0.25,386.29,0.00
23.35.120.20,4,3,0.25,387.35,0.00
65.49.236.53,4,3,0.25,387.36,0.00
65.49.237.39,4,3,0.25,388.38,0.00
65.49.237.39,4,3,0.25,389.12,0.00
65.49.237.237,4,3,0.25,389.87,0.00
65.49.237.39,4,3,0.25,389.89,0.00
65.49.237.39,4,3,0.25,389.98,0.00
65.49.236.53,4,3,0.25,390.65,0.00
65.49.237.237,4,3,0.25,391.81,0.00
13.227.62.77,4,3,0.25,392.40,0.00
65.49.236.53,4,3,0.25,392.63,0.00
65.49.237.39,4,3,0.25,392.97,0.00
65.49.237.39,4,3,0.25,393.27,0.00
65.49.237.39,4,3,0.25,393.63,0.00
65.49.237.39,4,3,0.25,393.81,0.00
158.101.95.65,4,3,0.25,394.46,0.00
65.49.237.173,4,3,0.25,394.96,0.00
65.49.237.39,4,3,0.25,395.39,0.00
65.49.237.237,4,3,0.25,396.32,0.00
20.48.60.125,4,3,0.25,396.66,0.00
65.49.237.39,4,3,0.25,396.89,0.00
18.181.35.42,4,3,0.25,397.17,0.00
156.231.116.38,4,3,0.25,397.57,0.00
65.49.237.39,4,3,0.25,398.11,0.00
65.49.237.39,4,3,0.25,398.55,0.00
65.49.237.173,4,3,0.25,398.95,0.00
65.49.237.39,4,3,0.25,399.05,0.00
65.49.237.39,4,3,0.25,399.74,0.00
4.241.91.156,4,3,0.25,400.01,0.00
65.49.237.39,4,3,0.25,400.09,0.00
65.49.237.39,4,3,0.25,400.11,0.00
65.49.237.173,4,3,0.25,400.25,0.00
13.231.233.34,4,3,0.25,400.65,0.00
65.49.237.237,4,3,0.25,400.78,0.00
188.253.16.90,4,3,0.25,400.90,0.00
154.92.9.3,4,3,0.25,401.87,0.00
65.49.237.39,4,3,0.25,402.22,0.00
43.207.113.84,4,3,0.25,402.33,0.00
65.49.237.39,4,3,0.25,403.01,0.00
65.49.237.39,4,3,0.25,403.98,0.00
18.172.39.224,4,3,0.25,404.51,0.00
23.195.128.207,4,3,0.25,407.29,0.00
193.32.150.90,4,3,0.25,407.36,0.00
103.231.75.115,4,3,0.25,409.38,0.00
65.49.237.8,4,3,0.25,409.89,0.00
65.49.236.153,4,3,0.25,410.24,0.00
43.207.165.243,4,3,0.25,411.30,0.00
5.180.45.91,4,3,0.25,411.89,0.00
65.49.236.151,4,3,0.25,412.76,0.00
188.253.25.15,4,3,0.25,414.46,0.00
65.49.237.8,4,3,0.25,414.78,0.00
65.49.237.8,4,3,0.25,415.54,0.00
13.230.81.62,4,3,0.25,415.56,0.00
65.49.236.53,4,3,0.25,415.57,0.00
65.49.237.39,4,3,0.25,416.34,0.00
65.49.237.237,4,3,0.25,416.83,0.00
65.49.237.237,4,3,0.25,417.93,0.00
43.207.140.73,4,3,0.25,418.80,0.00
35.77.220.165,4,3,0.25,419.81,0.00
65.49.237.39,4,3,0.25,420.26,0.00
131.186.33.175,4,3,0.25,421.17,0.00
65.49.236.153,4,3,0.25,421.34,0.00
45.66.131.217,4,3,0.25,421.69,0.00
65.49.236.71,4,3,0.25,421.93,0.00
65.49.236.53,4,3,0.25,422.33,0.00
209.146.100.156,4,3,0.25,423.14,0.00
65.49.236.53,4,3,0.25,423.47,0.00
65.49.236.53,4,3,0.25,424.10,0.00
65.49.236.151,4,3,0.25,424.64,0.00
65.49.237.237,4,3,0.25,426.30,0.00
65.49.237.237,4,3,0.25,426.35,0.00
167.179.68.52,4,3,0.25,427.13,0.00
65.49.237.39,4,3,0.25,427.41,0.00
65.49.237.237,4,3,0.25,427.90,0.00
23.33.32.243,4,3,0.25,427.96,0.00
65.49.237.8,4,3,0.25,427.98,0.00
147.78.246.123,4,3,0.25,428.91,0.00
65.49.237.237,4,3,0.25,429.38,0.00
65.49.237.8,4,3,0.25,429.79,0.00
18.65.168.19,4,3,0.25,430.18,0.00
65.49.236.53,4,3,0.25,431.02,0.00
78.142.229.161,4,3,0.25,431.27,0.00
45.32.49.252,4,3,0.25,431.60,0.00
65.49.237.237,4,3,0.25,432.78,0.00
209.146.102.213,4,3,0.25,432.91,0.00
13.231.243.69,4,3,0.25,433.81,0.00
65.49.236.151,4,3,0.25,433.98,0.00
65.49.237.39,4,3,0.25,434.18,0.00
65.49.237.237,4,3,0.25,435.13,0.00
65.49.237.237,4,3,0.25,435.33,0.00
65.49.237.237,4,3,0.25,435.63,0.00
65.49.237.237,4,3,0.25,436.47,0.00
65.49.237.39,4,3,0.25,436.79,0.00
43.207.119.103,4,3,0.25,437.95,0.00
65.49.237.8,4,3,0.25,438.08,0.00
155.248.171.124,4,3,0.25,438.31,0.00
65.49.237.39,4,3,0.25,439.43,0.00
65.49.237.237,4,3,0.25,439.50,0.00
138.3.212.206,4,3,0.25,440.21,0.00
65.49.236.53,4,3,0.25,440.89,0.00
65.49.236.53,4,3,0.25,441.56,0.00
65.49.236.53,4,3,0.25,441.77,0.00
65.49.237.8,4,3,0.25,441.92,0.00
65.49.237.39,4,3,0.25,442.05,0.00
65.49.237.8,4,3,0.25,442.25,0.00
65.49.237.39,4,3,0.25,442.36,0.00
43.207.251.200,4,3,0.25,442.85,0.00
65.49.237.39,4,3,0.25,444.63,0.00
18.65.185.28,4,3,0.25,445.44,0.00
18.172.31.127,4,3,0.25,447.54,0.00
65.49.236.71,4,3,0.25,448.27,0.00
18.65.216.18,4,3,0.25,450.11,0.00
65.49.236.53,4,3,0.25,450.31,0.00
43.206.104.1,4,3,0.25,450.74,0.00
65.49.236.53,4,3,0.25,451.22,0.00
65.49.236.53,4,3,0.25,451.56,0.00
65.49.237.8,4,3,0.25,452.26,0.00
65.49.237.39,4,3,0.25,452.27,0.00
65.49.237.39,4,3,0.25,452.66,0.00
65.49.237.237,4,3,0.25,452.96,0.00
65.49.236.71,4,3,0.25,454.84,0.00
13.231.233.34,4,3,0.25,455.32,0.00
65.49.237.237,4,3,0.25,457.69,0.00
209.146.102.118,4,3,0.25,458.27,0.00
65.49.236.71,4,3,0.25,458.33,0.00
65.49.236.151,4,3,0.25,458.77,0.00
65.49.236.53,4,3,0.25,459.30,0.00
65.49.237.237,4,3,0.25,460.27,0.00
43.207.8.97,4,3,0.25,460.46,0.00
158.101.151.25,4,3,0.25,460.61,0.00
65.49.237.237,4,3,0.25,460.63,0.00
65.49.236.53,4,3,0.25,460.77,0.00
65.49.237.39,4,3,0.25,461.20,0.00
65.49.237.237,4,3,0.25,461.36,0.00
156.231.116.38,4,3,0.25,462.74,0.00
65.49.236.153,4,3,0.25,462.81,0.00
3.163.251.204,4,3,0.25,463.47,0.00
65.49.237.237,4,3,0.25,463.59,0.00
18.178.153.135,4,3,0.25,463.69,0.00
13.35.70.230,4,3,0.25,464.84,0.00
65.49.236.71,4,3,0.25,465.06,0.00
65.49.237.8,4,3,0.25,465.42,0.00
65.49.237.39,4,3,0.25,465.48,0.00
65.49.237.39,4,3,0.25,465.56,0.00
65.49.237.39,4,3,0.25,465.70,0.00
65.49.236.71,4,3,0.25,466.29,0.00
65.49.237.39,4,3,0.25,467.37,0.00
65.49.236.153,4,3,0.25,470.11,0.00
65.49.237.39,4,3,0.25,470.23,0.00
103.117.102.82,4,3,0.25,470.31,0.00
65.49.237.173,4,3,0.25,471.35,0.00
65.49.237.237,4,3,0.25,471.47,0.00
65.49.237.114,4,3,0.25,471.64,0.00
65.49.237.8,4,3,0.25,472.18,0.00
65.49.237.39,4,3,0.25,472.66,0.00
65.49.236.71,4,3,0.25,472.77,0.00
65.49.237.39,4,3,0.25,472.83,0.00
65.49.237.39,4,3,0.25,473.08,0.00
65.49.237.39,4,3,0.25,473.24,0.00
65.49.237.8,4,3,0.25,473.74,0.00
13.115.47.65,4,3,0.25,475.85,0.00
65.49.236.53,4,3,0.25,475.98,0.00
65.49.237.39,4,3,0.25,476.31,0.00
103.232.213.34,4,3,0.25,476.34,0.00
65.49.236.153,4,3,0.25,477.43,0.00
65.49.237.39,4,3,0.25,477.52,0.00
65.49.236.151,4,3,0.25,478.10,0.00
