IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
65.49.237.114,4,4,0.00,386.89,0.00
65.49.237.237,4,4,0.00,387.00,0.00
65.49.237.237,4,4,0.00,387.08,0.00
65.49.237.39,4,4,0.00,387.32,0.00
65.49.237.39,4,4,0.00,387.33,0.00
65.9.42.112,4,4,0.00,388.07,0.00
65.49.237.8,4,4,0.00,388.14,0.00
65.49.237.39,4,4,0.00,388.19,0.00
65.49.237.39,4,4,0.00,388.43,0.00
65.49.236.53,4,4,0.00,388.74,0.00
65.49.237.39,4,4,0.00,389.32,0.00
65.49.237.39,4,4,0.00,389.45,0.00
65.49.237.39,4,4,0.00,389.83,0.00
65.49.237.237,4,4,0.00,389.84,0.00
65.49.236.151,4,4,0.00,389.84,0.00
65.49.236.151,4,4,0.00,389.96,0.00
65.49.237.39,4,4,0.00,390.32,0.00
65.49.237.39,4,4,0.00,390.45,0.00
65.49.237.39,4,4,0.00,390.71,0.00
65.49.237.39,4,4,0.00,391.01,0.00
65.49.237.39,4,4,0.00,391.79,0.00
65.49.236.71,4,4,0.00,392.74,0.00
65.49.236.153,4,4,0.00,393.53,0.00
65.49.236.53,4,4,0.00,393.56,0.00
65.49.237.8,4,4,0.00,394.19,0.00
65.49.237.39,4,4,0.00,394.34,0.00
65.49.236.71,4,4,0.00,394.83,0.00
65.49.237.237,4,4,0.00,394.84,0.00
65.49.237.237,4,4,0.00,394.90,0.00
65.49.237.8,4,4,0.00,395.22,0.00
103.35.190.29,4,4,0.00,395.49,0.00
65.49.237.237,4,4,0.00,395.56,0.00
188.253.17.14,4,4,0.00,395.65,0.00
65.49.237.39,4,4,0.00,395.81,0.00
65.49.237.39,4,4,0.00,396.49,0.00
47.245.38.121,4,4,0.00,397.07,0.00
65.49.237.39,4,4,0.00,397.08,0.00
13.249.166.70,4,4,0.00,397.77,0.00
65.49.237.39,4,4,0.00,397.85,0.00
65.49.237.39,4,4,0.00,397.89,0.00
65.49.237.39,4,4,0.00,397.94,0.00
65.49.237.39,4,4,0.00,398.04,0.00
65.49.237.39,4,4,0.00,398.34,0.00
65.49.236.151,4,4,0.00,398.71,0.00
188.253.17.178,4,4,0.00,399.46,0.00
65.49.237.8,4,4,0.00,400.91,0.00
65.49.237.39,4,4,0.00,402.19,0.00
65.49.237.8,4,4,0.00,402.76,0.00
65.49.237.237,4,4,0.00,402.83,0.00
47.245.14.0,4,4,0.00,403.01,0.00
65.49.237.39,4,4,0.00,403.15,0.00
65.49.237.39,4,4,0.00,403.84,0.00
65.49.237.39,4,4,0.00,404.23,0.00
65.49.237.39,4,4,0.00,404.31,0.00
65.49.237.39,4,4,0.00,406.75,0.00
65.49.237.8,4,4,0.00,408.62,0.00
116.206.93.143,4,4,0.00,408.86,0.00
65.49.237.39,4,4,0.00,409.06,0.00
65.49.237.173,4,4,0.00,409.18,0.00
65.49.237.39,4,4,0.00,409.23,0.00
65.49.237.8,4,4,0.00,409.35,0.00
65.49.237.39,4,4,0.00,410.13,0.00
65.49.237.39,4,4,0.00,410.19,0.00
65.49.237.237,4,4,0.00,410.45,0.00
65.49.237.8,4,4,0.00,412.40,0.00
65.49.237.173,4,4,0.00,412.47,0.00
65.49.237.39,4,4,0.00,412.63,0.00
65.49.237.237,4,4,0.00,413.24,0.00
65.49.237.39,4,4,0.00,413.87,0.00
65.49.237.39,4,4,0.00,414.01,0.00
65.49.237.39,4,4,0.00,414.43,0.00
65.49.237.39,4,4,0.00,414.81,0.00
65.49.237.39,4,4,0.00,415.07,0.00
65.49.237.39,4,4,0.00,415.26,0.00
65.49.237.237,4,4,0.00,416.04,0.00
43.206.213.88,4,4,0.00,416.35,0.00
184.26.43.47,4,4,0.00,416.86,0.00
65.49.237.39,4,4,0.00,417.07,0.00
65.49.236.71,4,4,0.00,417.10,0.00
65.49.237.8,4,4,0.00,418.47,0.00
65.49.237.237,4,4,0.00,419.95,0.00
65.49.236.53,4,4,0.00,421.54,0.00
65.49.237.39,4,4,0.00,421.59,0.00
65.49.237.39,4,4,0.00,421.79,0.00
65.49.237.237,4,4,0.00,421.84,0.00
65.49.237.237,4,4,0.00,422.01,0.00
65.49.237.39,4,4,0.00,423.35,0.00
65.49.236.53,4,4,0.00,423.65,0.00
65.49.236.153,4,4,0.00,424.59,0.00
65.49.237.237,4,4,0.00,425.33,0.00
65.49.237.237,4,4,0.00,425.59,0.00
20.243.121.22,4,4,0.00,425.97,0.00
65.49.237.173,4,4,0.00,425.98,0.00
65.49.237.39,4,4,0.00,429.41,0.00
65.49.237.237,4,4,0.00,430.81,0.00
43.153.174.232,4,4,0.00,430.85,0.00
65.49.237.39,4,4,0.00,433.68,0.00
65.49.237.237,4,4,0.00,436.76,0.00
65.49.237.8,4,4,0.00,437.08,0.00
65.49.236.53,4,4,0.00,438.32,0.00
65.49.237.173,4,4,0.00,440.16,0.00
43.206.213.88,4,4,0.00,441.03,0.00
23.2.37.155,4,4,0.00,441.21,0.00
65.49.237.39,4,4,0.00,442.77,0.00
65.9.37.99,4,4,0.00,443.19,0.00
65.49.237.8,4,4,0.00,443.78,0.00
65.49.237.39,4,4,0.00,444.46,0.00
65.49.236.53,4,4,0.00,444.99,0.00
46.232.54.136,4,4,0.00,446.76,0.00
65.49.237.8,4,4,0.00,447.64,0.00
65.49.236.71,4,4,0.00,447.83,0.00
65.49.237.237,4,4,0.00,447.94,0.00
65.49.237.237,4,4,0.00,448.18,0.00
65.49.237.237,4,4,0.00,449.10,0.00
65.49.237.237,4,4,0.00,450.26,0.00
65.49.237.39,4,4,0.00,451.02,0.00
65.49.237.39,4,4,0.00,451.08,0.00
43.207.86.22,4,4,0.00,451.17,0.00
65.49.237.39,4,4,0.00,451.17,0.00
65.49.237.237,4,4,0.00,451.19,0.00
65.49.236.71,4,4,0.00,451.20,0.00
65.49.236.53,4,4,0.00,452.43,0.00
154.92.9.5,4,4,0.00,452.57,0.00
65.49.236.151,4,4,0.00,453.87,0.00
65.49.237.39,4,4,0.00,454.46,0.00
65.49.236.53,4,4,0.00,454.47,0.00
65.49.237.237,4,4,0.00,455.45,0.00
65.49.237.39,4,4,0.00,455.86,0.00
65.49.237.39,4,4,0.00,456.07,0.00
65.49.236.151,4,4,0.00,456.18,0.00
65.49.237.39,4,4,0.00,456.70,0.00
2.18.157.173,4,4,0.00,456.95,0.00
65.49.237.39,4,4,0.00,457.20,0.00
65.49.237.39,4,4,0.00,458.61,0.00
65.49.237.39,4,4,0.00,459.11,0.00
65.49.237.39,4,4,0.00,459.35,0.00
65.49.236.71,4,4,0.00,459.60,0.00
65.49.237.39,4,4,0.00,459.79,0.00
203.138.197.82,4,4,0.00,460.11,0.00
65.49.236.71,4,4,0.00,460.28,0.00
65.49.237.8,4,4,0.00,460.46,0.00
65.49.237.39,4,4,0.00,461.08,0.00
163.43.80.62,4,4,0.00,461.39,0.00
65.49.237.173,4,4,0.00,461.47,0.00
65.49.237.39,4,4,0.00,461.61,0.00
65.49.237.237,4,4,0.00,461.67,0.00
65.49.237.173,4,4,0.00,461.86,0.00
154.92.9.2,4,4,0.00,462.08,0.00
65.49.236.53,4,4,0.00,464.25,0.00
65.49.237.39,4,4,0.00,464.45,0.00
65.49.237.237,4,4,0.00,464.45,0.00
65.49.236.53,4,4,0.00,464.51,0.00
65.49.237.237,4,4,0.00,464.95,0.00
65.49.237.237,4,4,0.00,466.72,0.00
65.49.237.237,4,4,0.00,467.10,0.00
65.49.237.173,4,4,0.00,467.27,0.00
65.49.237.237,4,4,0.00,467.35,0.00
65.49.236.53,4,4,0.00,467.36,0.00
65.49.237.173,4,4,0.00,467.79,0.00
65.49.237.39,4,4,0.00,468.68,0.00
65.49.236.53,4,4,0.00,468.83,0.00
65.49.236.53,4,4,0.00,469.33,0.00
65.49.236.53,4,4,0.00,469.46,0.00
65.49.237.237,4,4,0.00,471.57,0.00
45.88.193.44,4,4,0.00,471.78,0.00
65.49.236.53,4,4,0.00,473.31,0.00
65.49.236.53,4,4,0.00,474.03,0.00
65.49.236.153,4,4,0.00,474.34,0.00
65.49.237.237,4,4,0.00,474.67,0.00
65.49.237.39,4,4,0.00,474.79,0.00
65.49.237.173,4,4,0.00,475.03,0.00
65.49.236.53,4,4,0.00,475.18,0.00
65.49.237.237,4,4,0.00,475.19,0.00
65.49.236.53,4,4,0.00,475.90,0.00
65.49.237.237,4,4,0.00,476.03,0.00
65.49.236.53,4,4,0.00,476.16,0.00
65.49.236.53,4,4,0.00,476.16,0.00
65.49.236.53,4,4,0.00,476.16,0.00
65.49.237.237,4,4,0.00,476.19,0.00
65.49.237.237,4,4,0.00,476.20,0.00
65.49.236.53,4,4,0.00,476.24,0.00
65.49.237.237,4,4,0.00,476.76,0.00
65.49.237.237,4,4,0.00,476.93,0.00
65.49.237.237,4,4,0.00,477.00,0.00
65.49.237.173,4,4,0.00,477.48,0.00
65.49.237.39,4,4,0.00,477.75,0.00
65.49.236.53,4,4,0.00,479.55,0.00
65.49.237.173,4,4,0.00,480.14,0.00
65.49.236.53,4,4,0.00,480.25,0.00
65.49.237.173,4,4,0.00,480.27,0.00
65.49.237.39,4,4,0.00,480.69,0.00
65.49.236.53,4,4,0.00,480.76,0.00
65.49.237.237,4,4,0.00,481.13,0.00
65.49.237.237,4,4,0.00,481.20,0.00
154.92.9.5,4,4,0.00,481.83,0.00
65.49.236.53,4,4,0.00,482.03,0.00
65.49.236.71,4,4,0.00,482.09,0.00
65.49.236.53,4,4,0.00,482.18,0.00
65.49.237.173,4,4,0.00,482.30,0.00
154.92.9.0,4,4,0.00,482.43,0.00
65.49.236.53,4,4,0.00,482.76,0.00
65.49.237.39,4,4,0.00,482.89,0.00
18.172.52.30,4,4,0.00,483.05,0.00
65.49.237.39,4,4,0.00,483.69,0.00
65.49.237.39,4,4,0.00,485.17,0.00
65.49.237.237,4,4,0.00,485.81,0.00
65.49.237.237,4,4,0.00,485.88,0.00
65.49.236.53,4,4,0.00,486.00,0.00
65.49.236.151,4,4,0.00,486.83,0.00
65.49.237.173,4,4,0.00,486.93,0.00
65.49.237.39,4,4,0.00,487.23,0.00
154.92.9.1,4,4,0.00,487.55,0.00
65.49.236.53,4,4,0.00,488.11,0.00
65.49.237.39,4,4,0.00,488.36,0.00
65.49.237.39,4,4,0.00,490.96,0.00
154.92.9.1,4,4,0.00,491.40,0.00
116.206.93.236,4,4,0.00,491.71,0.00
65.49.236.71,4,4,0.00,492.01,0.00
65.49.237.8,4,4,0.00,492.42,0.00
65.49.237.39,4,4,0.00,494.58,0.00
65.49.237.173,4,4,0.00,496.15,0.00
65.49.237.114,4,4,0.00,497.17,0.00
65.49.237.39,4,4,0.00,498.30,0.00
46.232.55.84,4,4,0.00,499.30,0.00
195.245.241.219,4,4,0.00,500.18,0.00
65.49.237.39,4,4,0.00,500.88,0.00
65.49.236.53,4,4,0.00,501.97,0.00
65.49.237.173,4,4,0.00,502.60,0.00
154.92.9.3,4,4,0.00,503.53,0.00
154.92.9.4,4,4,0.00,503.89,0.00
139.162.86.134,4,4,0.00,506.16,0.00
4.241.98.122,4,4,0.00,506.35,0.00
65.49.237.39,4,4,0.00,507.06,0.00
65.49.237.8,4,4,0.00,507.17,0.00
65.49.237.8,4,4,0.00,507.17,0.00
154.92.9.0,4,4,0.00,507.39,0.00
65.49.237.39,4,4,0.00,508.34,0.00
65.49.237.8,4,4,0.00,508.69,0.00
65.49.237.8,4,4,0.00,509.31,0.00
65.49.237.39,4,4,0.00,509.84,0.00
65.49.237.39,4,4,0.00,510.56,0.00
65.49.236.71,4,4,0.00,511.05,0.00
154.92.9.5,4,4,0.00,511.34,0.00
139.162.86.134,4,4,0.00,512.31,0.00
65.49.237.39,4,4,0.00,513.07,0.00
65.49.237.39,4,4,0.00,513.59,0.00
65.49.236.151,4,4,0.00,514.39,0.00
65.49.237.39,4,4,0.00,514.69,0.00
65.49.237.8,4,4,0.00,514.71,0.00
65.49.237.39,4,4,0.00,515.02,0.00
154.92.9.0,4,4,0.00,515.38,0.00
65.49.236.151,4,4,0.00,515.66,0.00
65.49.237.39,4,4,0.00,515.71,0.00
65.49.237.39,4,4,0.00,516.01,0.00
65.49.237.39,4,4,0.00,516.25,0.00
65.49.237.39,4,4,0.00,516.74,0.00
65.49.237.173,4,4,0.00,517.08,0.00
65.49.237.39,4,4,0.00,517.11,0.00
18.65.190.95,4,4,0.00,517.30,0.00
65.49.237.8,4,4,0.00,517.68,0.00
65.49.237.8,4,4,0.00,517.88,0.00
65.49.237.39,4,4,0.00,519.91,0.00
65.49.237.39,4,4,0.00,520.59,0.00
65.49.236.151,4,4,0.00,521.06,0.00
65.49.237.8,4,4,0.00,521.08,0.00
65.49.236.153,4,4,0.00,521.36,0.00
65.49.237.39,4,4,0.00,521.44,0.00
65.49.237.173,4,4,0.00,522.06,0.00
156.238.18.6,4,4,0.00,523.59,0.00
65.49.236.71,4,4,0.00,523.91,0.00
103.231.75.182,4,4,0.00,524.23,0.00
209.146.100.120,4,4,0.00,527.66,0.00
154.92.9.2,4,4,0.00,531.44,0.00
18.172.39.200,4,4,0.00,533.38,0.00
57.181.35.118,4,4,0.00,534.63,0.00
154.92.9.0,4,4,0.00,536.93,0.00
154.92.9.2,4,4,0.00,542.99,0.00
154.92.9.3,4,4,0.00,547.26,0.00
154.92.9.3,4,4,0.00,558.69,0.00
43.133.183.243,4,4,0.00,566.53,0.00
154.92.9.5,4,4,0.00,571.22,0.00
209.146.100.162,4,4,0.00,578.45,0.00
103.231.73.117,4,4,0.00,581.70,0.00
154.92.9.3,4,4,0.00,585.15,0.00
154.92.9.4,4,4,0.00,626.80,0.00
154.92.9.1,4,4,0.00,630.68,0.00
154.92.9.3,4,4,0.00,649.97,0.00
23.211.177.250,4,4,0.00,655.19,0.00
154.92.9.2,4,4,0.00,658.79,0.00
188.253.18.81,4,4,0.00,661.42,0.00
154.92.9.5,4,4,0.00,667.40,0.00
65.49.237.173,4,3,0.25,65.83,0.00
65.49.236.53,4,3,0.25,78.37,0.00
65.49.237.173,4,3,0.25,89.65,0.00
65.49.236.151,4,3,0.25,100.28,0.00
65.49.237.8,4,3,0.25,103.51,0.00
65.49.236.151,4,3,0.25,105.58,0.00
65.49.236.151,4,3,0.25,107.16,0.00
65.49.237.173,4,3,0.25,107.34,0.00
65.49.237.39,4,3,0.25,109.37,0.00
65.49.237.237,4,3,0.25,109.55,0.00
65.49.237.8,4,3,0.25,110.05,0.00
65.49.237.237,4,3,0.25,110.30,0.00
65.49.237.237,4,3,0.25,112.49,0.00
65.49.237.237,4,3,0.25,112.51,0.00
65.49.237.39,4,3,0.25,112.62,0.00
65.49.236.151,4,3,0.25,116.61,0.00
65.49.237.39,4,3,0.25,116.92,0.00
103.115.41.139,4,3,0.25,117.21,0.00
65.49.237.39,4,3,0.25,117.99,0.00
65.49.237.237,4,3,0.25,118.17,0.00
65.49.237.173,4,3,0.25,119.11,0.00
65.49.237.39,4,3,0.25,119.84,0.00
65.49.236.53,4,3,0.25,119.85,0.00
65.49.236.53,4,3,0.25,122.01,0.00
65.49.236.53,4,3,0.25,122.09,0.00
65.49.236.53,4,3,0.25,123.30,0.00
65.49.236.151,4,3,0.25,125.34,0.00
65.49.236.71,4,3,0.25,125.39,0.00
65.49.237.39,4,3,0.25,125.75,0.00
65.49.237.39,4,3,0.25,126.02,0.00
65.49.237.237,4,3,0.25,127.23,0.00
65.49.236.151,4,3,0.25,128.18,0.00
65.49.237.39,4,3,0.25,129.02,0.00
65.49.237.237,4,3,0.25,129.52,0.00
65.49.237.173,4,3,0.25,129.56,0.00
109.61.83.242,4,3,0.25,130.62,0.00
65.49.237.173,4,3,0.25,132.65,0.00
65.49.236.151,4,3,0.25,132.81,0.00
65.49.236.151,4,3,0.25,134.37,0.00
65.49.237.237,4,3,0.25,134.44,0.00
65.49.237.237,4,3,0.25,135.18,0.00
65.49.237.39,4,3,0.25,135.83,0.00
65.49.236.53,4,3,0.25,135.88,0.00
65.49.237.8,4,3,0.25,137.28,0.00
65.49.237.237,4,3,0.25,137.73,0.00
65.49.237.39,4,3,0.25,138.18,0.00
65.49.237.39,4,3,0.25,138.39,0.00
65.49.237.173,4,3,0.25,138.49,0.00
65.49.237.237,4,3,0.25,138.73,0.00
65.49.236.151,4,3,0.25,138.75,0.00
65.49.236.71,4,3,0.25,138.95,0.00
65.49.236.151,4,3,0.25,140.49,0.00
65.49.236.151,4,3,0.25,140.68,0.00
65.49.237.237,4,3,0.25,140.81,0.00
65.49.236.151,4,3,0.25,142.46,0.00
65.49.237.237,4,3,0.25,142.51,0.00
65.49.237.173,4,3,0.25,142.63,0.00
65.49.237.173,4,3,0.25,142.79,0.00
65.49.237.237,4,3,0.25,143.24,0.00
65.49.236.53,4,3,0.25,143.71,0.00
65.49.237.237,4,3,0.25,143.97,0.00
65.49.237.237,4,3,0.25,144.05,0.00
65.49.236.53,4,3,0.25,144.06,0.00
65.49.237.237,4,3,0.25,144.10,0.00
65.49.237.39,4,3,0.25,144.39,0.00
65.49.237.8,4,3,0.25,145.91,0.00
65.49.237.173,4,3,0.25,145.92,0.00
65.49.236.151,4,3,0.25,146.18,0.00
65.49.236.151,4,3,0.25,147.08,0.00
65.49.237.39,4,3,0.25,147.28,0.00
65.49.237.237,4,3,0.25,147.32,0.00
65.49.237.237,4,3,0.25,147.53,0.00
65.49.237.39,4,3,0.25,147.86,0.00
65.49.236.53,4,3,0.25,148.22,0.00
65.49.237.237,4,3,0.25,148.40,0.00
65.49.237.8,4,3,0.25,148.54,0.00
65.49.237.237,4,3,0.25,149.20,0.00
65.49.237.173,4,3,0.25,149.73,0.00
65.49.236.151,4,3,0.25,149.74,0.00
65.49.237.237,4,3,0.25,150.13,0.00
65.49.237.8,4,3,0.25,150.83,0.00
65.49.236.53,4,3,0.25,151.18,0.00
65.49.236.53,4,3,0.25,151.27,0.00
65.49.236.53,4,3,0.25,151.62,0.00
65.49.237.173,4,3,0.25,151.77,0.00
65.49.237.237,4,3,0.25,152.66,0.00
65.49.237.173,4,3,0.25,152.96,0.00
65.49.236.151,4,3,0.25,153.08,0.00
46.232.54.217,4,3,0.25,153.22,0.00
65.49.237.237,4,3,0.25,153.51,0.00
65.49.237.237,4,3,0.25,155.37,0.00
65.49.236.53,4,3,0.25,155.97,0.00
65.49.237.237,4,3,0.25,155.97,0.00
65.49.236.153,4,3,0.25,156.69,0.00
65.49.237.173,4,3,0.25,156.70,0.00
65.49.237.173,4,3,0.25,156.85,0.00
65.49.237.237,4,3,0.25,156.94,0.00
65.49.236.53,4,3,0.25,157.01,0.00
65.49.237.237,4,3,0.25,157.17,0.00
65.49.237.237,4,3,0.25,157.45,0.00
65.49.236.53,4,3,0.25,158.01,0.00
65.49.237.237,4,3,0.25,158.30,0.00
65.49.237.39,4,3,0.25,158.69,0.00
65.49.236.53,4,3,0.25,158.95,0.00
65.49.236.53,4,3,0.25,159.05,0.00
65.49.237.237,4,3,0.25,159.14,0.00
65.49.237.237,4,3,0.25,159.48,0.00
13.227.62.80,4,3,0.25,159.75,0.00
65.49.237.173,4,3,0.25,160.07,0.00
65.49.237.114,4,3,0.25,160.09,0.00
65.49.237.237,4,3,0.25,160.14,0.00
156.231.116.38,4,3,0.25,160.26,0.00
65.49.237.237,4,3,0.25,160.54,0.00
65.49.237.173,4,3,0.25,161.13,0.00
65.49.236.53,4,3,0.25,161.36,0.00
65.49.237.237,4,3,0.25,161.94,0.00
65.49.237.8,4,3,0.25,162.05,0.00
65.49.236.151,4,3,0.25,162.43,0.00
65.49.236.151,4,3,0.25,162.61,0.00
65.49.237.173,4,3,0.25,163.77,0.00
65.49.237.237,4,3,0.25,164.28,0.00
65.49.236.151,4,3,0.25,164.54,0.00
65.49.237.237,4,3,0.25,164.68,0.00
65.49.236.151,4,3,0.25,164.84,0.00
65.49.237.173,4,3,0.25,165.20,0.00
65.49.236.151,4,3,0.25,165.75,0.00
49.212.207.226,4,3,0.25,165.82,0.00
65.49.236.71,4,3,0.25,165.83,0.00
65.49.237.237,4,3,0.25,166.30,0.00
65.49.237.114,4,3,0.25,166.72,0.00
65.49.237.237,4,3,0.25,167.07,0.00
65.49.236.151,4,3,0.25,167.09,0.00
137.220.181.239,4,3,0.25,167.29,0.00
65.49.236.53,4,3,0.25,167.42,0.00
65.49.236.151,4,3,0.25,170.17,0.00
65.49.237.237,4,3,0.25,170.20,0.00
65.49.237.173,4,3,0.25,170.27,0.00
65.49.237.8,4,3,0.25,170.59,0.00
65.49.236.151,4,3,0.25,170.75,0.00
65.49.237.237,4,3,0.25,170.87,0.00
5.226.48.218,4,3,0.25,172.23,0.00
65.49.236.153,4,3,0.25,172.77,0.00
65.49.237.173,4,3,0.25,173.12,0.00
65.49.236.71,4,3,0.25,173.93,0.00
65.49.237.39,4,3,0.25,174.57,0.00
65.49.237.173,4,3,0.25,174.73,0.00
133.242.196.109,4,3,0.25,174.76,0.00
20.18.107.84,4,3,0.25,174.90,0.00
65.49.236.151,4,3,0.25,175.26,0.00
65.49.236.151,4,3,0.25,175.56,0.00
65.49.236.151,4,3,0.25,175.74,0.00
65.49.236.151,4,3,0.25,175.91,0.00
156.231.113.118,4,3,0.25,176.65,0.00
65.49.237.39,4,3,0.25,176.94,0.00
65.49.236.151,4,3,0.25,177.08,0.00
65.49.236.71,4,3,0.25,177.27,0.00
65.49.237.237,4,3,0.25,177.27,0.00
20.46.117.106,4,3,0.25,177.79,0.00
45.159.48.212,4,3,0.25,178.80,0.00
65.49.237.8,4,3,0.25,180.80,0.00
65.49.236.153,4,3,0.25,180.88,0.00
20.18.107.84,4,3,0.25,181.01,0.00
65.49.237.237,4,3,0.25,181.25,0.00
65.49.236.151,4,3,0.25,181.43,0.00
65.49.237.8,4,3,0.25,182.32,0.00
8.216.81.13,4,3,0.25,182.33,0.00
65.49.236.53,4,3,0.25,182.45,0.00
212.52.0.10,4,3,0.25,183.28,0.00
65.49.236.53,4,3,0.25,183.41,0.00
65.49.236.151,4,3,0.25,183.81,0.00
65.49.236.153,4,3,0.25,184.15,0.00
65.49.236.71,4,3,0.25,185.47,0.00
65.49.236.151,4,3,0.25,185.87,0.00
65.49.237.237,4,3,0.25,186.63,0.00
65.49.236.71,4,3,0.25,186.71,0.00
34.146.88.165,4,3,0.25,187.17,0.00
65.49.237.8,4,3,0.25,187.34,0.00
65.49.237.173,4,3,0.25,187.37,0.00
65.49.237.237,4,3,0.25,187.66,0.00
65.49.236.71,4,3,0.25,187.86,0.00
149.28.28.149,4,3,0.25,188.26,0.00
65.49.236.151,4,3,0.25,189.54,0.00
156.231.112.248,4,3,0.25,190.30,0.00
65.49.237.114,4,3,0.25,190.33,0.00
65.49.237.8,4,3,0.25,190.43,0.00
65.49.237.237,4,3,0.25,190.70,0.00
18.65.214.37,4,3,0.25,190.71,0.00
65.49.237.237,4,3,0.25,191.02,0.00
65.49.237.173,4,3,0.25,192.06,0.00
65.49.237.237,4,3,0.25,192.07,0.00
65.49.236.71,4,3,0.25,192.09,0.00
65.49.237.8,4,3,0.25,192.11,0.00
65.49.237.237,4,3,0.25,192.15,0.00
65.49.237.237,4,3,0.25,192.18,0.00
65.49.236.71,4,3,0.25,192.81,0.00
65.9.42.17,4,3,0.25,193.85,0.00
143.204.126.89,4,3,0.25,193.86,0.00
65.49.237.8,4,3,0.25,193.88,0.00
156.231.112.27,4,3,0.25,193.94,0.00
65.49.236.153,4,3,0.25,193.99,0.00
65.49.237.39,4,3,0.25,194.72,0.00
65.49.237.8,4,3,0.25,194.86,0.00
65.49.236.71,4,3,0.25,194.91,0.00
65.49.237.8,4,3,0.25,195.81,0.00
65.49.237.8,4,3,0.25,196.50,0.00
65.49.236.71,4,3,0.25,196.63,0.00
65.49.237.237,4,3,0.25,196.95,0.00
65.49.237.237,4,3,0.25,197.16,0.00
65.49.237.237,4,3,0.25,198.18,0.00
65.49.237.114,4,3,0.25,198.75,0.00
65.49.237.8,4,3,0.25,199.35,0.00
65.49.236.71,4,3,0.25,200.28,0.00
65.49.236.151,4,3,0.25,200.33,0.00
65.49.237.173,4,3,0.25,200.75,0.00
18.65.199.121,4,3,0.25,201.68,0.00
13.227.56.209,4,3,0.25,202.08,0.00
65.49.236.151,4,3,0.25,202.21,0.00
65.49.237.8,4,3,0.25,202.54,0.00
65.49.237.237,4,3,0.25,203.01,0.00
18.172.39.11,4,3,0.25,203.13,0.00
18.65.216.90,4,3,0.25,203.93,0.00
65.49.237.237,4,3,0.25,203.95,0.00
65.49.237.237,4,3,0.25,204.02,0.00
65.49.237.173,4,3,0.25,204.04,0.00
65.49.237.114,4,3,0.25,204.28,0.00
65.49.237.173,4,3,0.25,204.35,0.00
65.49.236.151,4,3,0.25,204.69,0.00
34.146.88.165,4,3,0.25,205.18,0.00
18.65.190.101,4,3,0.25,205.19,0.00
65.49.236.151,4,3,0.25,205.24,0.00
65.49.236.53,4,3,0.25,205.28,0.00
65.49.237.114,4,3,0.25,205.53,0.00
65.49.237.173,4,3,0.25,206.05,0.00
65.49.237.173,4,3,0.25,206.20,0.00
65.49.237.237,4,3,0.25,206.34,0.00
65.49.237.237,4,3,0.25,206.99,0.00
65.49.237.237,4,3,0.25,207.30,0.00
18.172.52.86,4,3,0.25,207.66,0.00
65.49.237.173,4,3,0.25,208.04,0.00
65.49.237.39,4,3,0.25,208.39,0.00
65.49.237.173,4,3,0.25,208.43,0.00
137.220.150.184,4,3,0.25,208.57,0.00
65.49.237.114,4,3,0.25,208.63,0.00
156.231.116.187,4,3,0.25,208.64,0.00
65.49.236.151,4,3,0.25,208.91,0.00
45.159.48.212,4,3,0.25,209.02,0.00
52.185.186.188,4,3,0.25,209.04,0.00
65.49.237.8,4,3,0.25,210.21,0.00
65.49.236.151,4,3,0.25,210.51,0.00
65.49.237.237,4,3,0.25,210.65,0.00
3.112.14.34,4,3,0.25,211.07,0.00
13.78.93.95,4,3,0.25,211.14,0.00
52.194.255.67,4,3,0.25,212.15,0.00
65.49.237.237,4,3,0.25,212.98,0.00
65.49.237.237,4,3,0.25,213.14,0.00
18.65.168.129,4,3,0.25,213.97,0.00
65.49.237.173,4,3,0.25,214.83,0.00
65.49.236.71,4,3,0.25,214.98,0.00
13.227.62.12,4,3,0.25,215.03,0.00
65.49.236.153,4,3,0.25,215.43,0.00
8.216.125.98,4,3,0.25,215.48,0.00
18.65.216.47,4,3,0.25,216.21,0.00
85.113.70.132,4,3,0.25,216.41,0.00
18.65.168.65,4,3,0.25,217.32,0.00
18.65.190.11,4,3,0.25,217.44,0.00
65.49.236.153,4,3,0.25,217.45,0.00
65.49.236.71,4,3,0.25,217.61,0.00
65.49.237.173,4,3,0.25,217.82,0.00
65.49.237.237,4,3,0.25,218.49,0.00
65.49.236.53,4,3,0.25,218.97,0.00
65.49.237.39,4,3,0.25,219.53,0.00
65.49.237.237,4,3,0.25,219.59,0.00
99.84.50.130,4,3,0.25,219.70,0.00
65.49.237.237,4,3,0.25,219.88,0.00
65.49.236.71,4,3,0.25,219.90,0.00
43.133.1.53,4,3,0.25,220.77,0.00
23.47.122.207,4,3,0.25,221.01,0.00
65.49.237.8,4,3,0.25,221.17,0.00
65.49.237.173,4,3,0.25,221.20,0.00
65.49.237.114,4,3,0.25,221.36,0.00
65.49.237.8,4,3,0.25,221.50,0.00
65.49.237.237,4,3,0.25,221.86,0.00
154.40.63.72,4,3,0.25,222.02,0.00
154.40.62.51,4,3,0.25,222.70,0.00
65.49.237.173,4,3,0.25,223.09,0.00
65.49.236.151,4,3,0.25,223.67,0.00
172.105.242.122,4,3,0.25,223.87,0.00
13.249.166.219,4,3,0.25,224.00,0.00
65.49.237.237,4,3,0.25,224.49,0.00
65.49.237.173,4,3,0.25,225.13,0.00
