IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
94.103.4.97,4,2,0.50,41.46,0.00
93.179.127.89,4,2,0.50,41.64,0.00
34.150.83.73,4,2,0.50,43.56,0.00
38.207.40.76,4,2,0.50,44.92,0.00
94.103.4.97,4,2,0.50,52.20,0.00
38.207.32.196,4,2,0.50,59.03,0.00
94.103.5.180,4,2,0.50,60.54,0.00
94.103.4.144,4,2,0.50,60.89,0.00
103.213.245.121,4,2,0.50,64.71,0.00
103.213.245.121,4,2,0.50,65.55,0.00
94.103.6.208,4,2,0.50,73.39,0.00
20.2.26.56,4,2,0.50,79.98,0.00
93.179.124.142,4,2,0.50,80.37,0.00
94.103.4.144,4,2,0.50,82.99,0.00
34.150.83.73,4,2,0.50,84.33,0.00
43.198.198.14,4,2,0.50,90.74,0.00
34.150.83.73,4,2,0.50,93.19,0.00
94.103.6.20,4,2,0.50,102.23,0.00
103.213.245.121,4,2,0.50,102.95,0.00
103.213.245.121,4,2,0.50,104.40,0.00
8.218.180.123,4,2,0.50,105.30,0.00
8.218.180.123,4,2,0.50,106.07,0.00
47.57.13.107,4,2,0.50,108.52,0.00
103.213.245.121,4,2,0.50,108.82,0.00
103.213.245.121,4,2,0.50,118.75,0.00
38.147.172.105,4,2,0.50,119.25,0.00
34.150.83.73,4,2,0.50,120.73,0.00
103.213.245.121,4,2,0.50,124.60,0.00
93.179.124.183,4,2,0.50,126.39,0.00
103.213.245.121,4,2,0.50,126.99,0.00
93.179.127.207,4,2,0.50,128.90,0.00
103.213.245.121,4,2,0.50,129.01,0.00
103.213.245.121,4,2,0.50,130.18,0.00
34.150.83.73,4,2,0.50,132.68,0.00
34.150.83.73,4,2,0.50,135.09,0.00
23.200.231.237,4,2,0.50,135.59,0.00
93.179.127.207,4,2,0.50,136.66,0.00
94.103.6.208,4,2,0.50,137.43,0.00
16.163.108.183,4,2,0.50,138.23,0.00
8.218.180.123,4,2,0.50,138.55,0.00
34.150.83.73,4,2,0.50,146.86,0.00
94.103.6.20,4,2,0.50,147.22,0.00
34.150.83.73,4,2,0.50,147.86,0.00
94.103.6.208,4,2,0.50,151.06,0.00
93.179.124.183,4,2,0.50,151.08,0.00
34.150.83.73,4,2,0.50,151.88,0.00
34.150.83.73,4,2,0.50,152.11,0.00
103.213.245.121,4,2,0.50,152.45,0.00
103.213.245.121,4,2,0.50,153.19,0.00
154.211.8.36,4,2,0.50,153.94,0.00
34.96.238.5,4,2,0.50,154.03,0.00
103.213.245.121,4,2,0.50,154.20,0.00
154.85.152.72,4,2,0.50,154.67,0.00
34.150.83.73,4,2,0.50,156.07,0.00
103.213.245.121,4,2,0.50,156.14,0.00
154.211.8.24,4,2,0.50,158.35,0.00
103.213.245.121,4,2,0.50,161.94,0.00
43.243.71.16,4,2,0.50,166.13,0.00
34.150.83.73,4,2,0.50,167.10,0.00
154.211.8.36,4,2,0.50,170.65,0.00
103.213.245.121,4,2,0.50,183.16,0.00
34.150.83.73,4,2,0.50,192.08,0.00
46.8.199.1,4,2,0.50,193.75,0.00
103.213.245.121,4,2,0.50,201.36,0.00
103.213.245.121,4,2,0.50,202.75,0.00
103.213.245.121,4,2,0.50,208.06,0.00
8.218.180.123,4,2,0.50,211.42,0.00
94.103.6.72,4,2,0.50,211.68,0.00
159.138.54.240,4,2,0.50,214.55,0.00
154.211.8.33,4,2,0.50,220.64,0.00
103.213.245.121,4,2,0.50,223.70,0.00
34.150.83.73,4,2,0.50,225.89,0.00
94.103.6.208,4,2,0.50,230.93,0.00
93.179.124.142,4,2,0.50,239.81,0.00
93.179.127.207,4,2,0.50,245.10,0.00
46.8.199.1,4,2,0.50,251.76,0.00
103.213.245.121,4,2,0.50,253.44,0.00
34.150.83.73,4,2,0.50,262.22,0.00
43.243.71.2,4,2,0.50,268.62,0.00
45.8.186.207,4,2,0.50,270.24,0.00
154.216.19.65,4,2,0.50,281.15,0.00
103.160.204.10,4,2,0.50,293.49,0.00
34.150.83.73,4,2,0.50,297.03,0.00
103.213.245.121,4,2,0.50,322.84,0.00
103.213.245.121,4,2,0.50,323.13,0.00
103.213.245.121,4,2,0.50,335.78,0.00
103.213.245.121,4,2,0.50,336.89,0.00
103.213.245.121,4,2,0.50,337.87,0.00
103.160.204.5,4,2,0.50,347.76,0.00
103.213.245.121,4,2,0.50,352.58,0.00
34.150.83.73,4,2,0.50,380.60,0.00
43.243.71.27,4,2,0.50,399.38,0.00
43.255.118.75,4,2,0.50,445.05,0.00
34.150.83.73,4,2,0.50,525.72,0.00
34.150.83.73,4,2,0.50,531.96,0.00
34.150.83.73,4,2,0.50,539.07,0.00
219.76.13.180,4,2,0.50,604.97,0.00
166.88.77.30,4,2,0.50,637.16,0.00
156.235.12.124,4,2,0.50,890.26,0.00
156.235.12.124,4,2,0.50,906.84,0.00
156.235.12.124,4,2,0.50,916.63,0.00
156.235.12.124,4,2,0.50,917.07,0.00
156.235.12.124,4,2,0.50,917.85,0.00
156.235.12.124,4,2,0.50,927.69,0.00
156.235.12.124,4,2,0.50,931.14,0.00
156.235.12.124,4,2,0.50,931.48,0.00
156.235.12.124,4,2,0.50,938.02,0.00
156.235.12.124,4,2,0.50,943.82,0.00
156.235.12.124,4,2,0.50,944.32,0.00
156.235.12.124,4,2,0.50,944.38,0.00
156.235.12.124,4,2,0.50,949.43,0.00
156.235.12.124,4,2,0.50,957.16,0.00
156.235.12.124,4,2,0.50,962.43,0.00
34.150.83.73,4,1,0.75,11.49,0.00
35.241.105.37,4,1,0.75,11.59,0.00
34.150.83.73,4,1,0.75,11.62,0.00
34.150.83.73,4,1,0.75,11.70,0.00
34.150.83.73,4,1,0.75,11.84,0.00
34.150.83.73,4,1,0.75,11.99,0.00
34.150.83.73,4,1,0.75,12.27,0.00
35.241.105.37,4,1,0.75,12.38,0.00
34.150.83.73,4,1,0.75,12.40,0.00
34.150.83.73,4,1,0.75,12.41,0.00
35.241.105.37,4,1,0.75,12.45,0.00
47.76.136.17,4,1,0.75,12.70,0.00
35.241.105.37,4,1,0.75,12.75,0.00
35.241.105.37,4,1,0.75,12.75,0.00
35.241.105.37,4,1,0.75,12.75,0.00
34.150.83.73,4,1,0.75,12.77,0.00
34.150.83.73,4,1,0.75,12.86,0.00
103.213.245.121,4,1,0.75,13.01,0.00
34.150.83.73,4,1,0.75,13.15,0.00
34.150.83.73,4,1,0.75,13.15,0.00
35.241.105.37,4,1,0.75,13.19,0.00
34.150.83.73,4,1,0.75,13.24,0.00
34.150.83.73,4,1,0.75,13.25,0.00
34.150.83.73,4,1,0.75,13.27,0.00
35.241.105.37,4,1,0.75,13.38,0.00
35.241.105.37,4,1,0.75,13.45,0.00
34.150.83.73,4,1,0.75,13.51,0.00
103.213.245.121,4,1,0.75,13.51,0.00
47.76.117.226,4,1,0.75,13.51,0.00
94.103.6.208,4,1,0.75,13.64,0.00
8.210.92.83,4,1,0.75,13.71,0.00
103.213.245.121,4,1,0.75,13.76,0.00
94.103.6.72,4,1,0.75,13.85,0.00
94.103.4.97,4,1,0.75,13.88,0.00
94.103.5.180,4,1,0.75,14.00,0.00
34.150.83.73,4,1,0.75,14.02,0.00
34.150.83.73,4,1,0.75,14.03,0.00
94.103.6.208,4,1,0.75,14.09,0.00
34.150.83.73,4,1,0.75,14.12,0.00
93.179.127.54,4,1,0.75,14.12,0.00
34.150.83.73,4,1,0.75,14.21,0.00
93.179.124.142,4,1,0.75,14.22,0.00
34.150.83.73,4,1,0.75,14.30,0.00
93.179.127.89,4,1,0.75,14.31,0.00
93.179.127.54,4,1,0.75,14.39,0.00
94.103.6.208,4,1,0.75,14.41,0.00
35.241.105.37,4,1,0.75,14.42,0.00
93.179.127.89,4,1,0.75,14.43,0.00
93.179.124.142,4,1,0.75,14.45,0.00
94.103.5.180,4,1,0.75,14.46,0.00
94.103.6.72,4,1,0.75,14.47,0.00
93.179.127.89,4,1,0.75,14.49,0.00
94.103.6.72,4,1,0.75,14.50,0.00
34.150.83.73,4,1,0.75,14.51,0.00
93.179.124.142,4,1,0.75,14.52,0.00
94.103.4.37,4,1,0.75,14.53,0.00
94.103.6.208,4,1,0.75,14.53,0.00
94.103.6.20,4,1,0.75,14.54,0.00
94.103.6.20,4,1,0.75,14.57,0.00
94.103.6.20,4,1,0.75,14.62,0.00
94.103.6.208,4,1,0.75,14.64,0.00
93.179.127.89,4,1,0.75,14.67,0.00
94.103.6.20,4,1,0.75,14.67,0.00
34.150.83.73,4,1,0.75,14.69,0.00
94.103.4.144,4,1,0.75,14.71,0.00
94.103.4.37,4,1,0.75,14.72,0.00
94.103.6.208,4,1,0.75,14.74,0.00
93.179.124.142,4,1,0.75,14.77,0.00
94.103.6.72,4,1,0.75,14.78,0.00
34.150.83.73,4,1,0.75,14.78,0.00
94.103.6.208,4,1,0.75,14.78,0.00
103.213.245.121,4,1,0.75,14.81,0.00
93.179.127.89,4,1,0.75,14.81,0.00
94.103.5.180,4,1,0.75,14.84,0.00
94.103.6.20,4,1,0.75,14.85,0.00
103.213.245.121,4,1,0.75,14.90,0.00
34.150.83.73,4,1,0.75,14.91,0.00
34.150.83.73,4,1,0.75,14.91,0.00
94.103.6.208,4,1,0.75,14.91,0.00
94.103.4.97,4,1,0.75,14.92,0.00
94.103.6.208,4,1,0.75,14.93,0.00
94.103.6.72,4,1,0.75,14.95,0.00
94.103.6.20,4,1,0.75,14.96,0.00
93.179.127.89,4,1,0.75,14.99,0.00
34.150.83.73,4,1,0.75,14.99,0.00
94.103.6.20,4,1,0.75,15.02,0.00
34.150.83.73,4,1,0.75,15.04,0.00
93.179.124.183,4,1,0.75,15.04,0.00
93.179.125.176,4,1,0.75,15.05,0.00
93.179.124.142,4,1,0.75,15.07,0.00
94.103.6.20,4,1,0.75,15.08,0.00
94.103.6.20,4,1,0.75,15.08,0.00
93.179.127.89,4,1,0.75,15.13,0.00
94.103.4.37,4,1,0.75,15.15,0.00
94.103.5.180,4,1,0.75,15.17,0.00
93.179.127.54,4,1,0.75,15.17,0.00
35.241.105.37,4,1,0.75,15.19,0.00
94.103.4.144,4,1,0.75,15.19,0.00
93.179.127.54,4,1,0.75,15.21,0.00
94.103.6.208,4,1,0.75,15.21,0.00
34.150.83.73,4,1,0.75,15.22,0.00
94.103.5.180,4,1,0.75,15.24,0.00
94.103.6.208,4,1,0.75,15.24,0.00
93.179.127.89,4,1,0.75,15.27,0.00
34.150.83.73,4,1,0.75,15.30,0.00
94.103.4.176,4,1,0.75,15.31,0.00
93.179.127.89,4,1,0.75,15.32,0.00
94.103.6.208,4,1,0.75,15.34,0.00
94.103.5.180,4,1,0.75,15.36,0.00
94.103.5.180,4,1,0.75,15.36,0.00
34.150.83.73,4,1,0.75,15.36,0.00
34.150.83.73,4,1,0.75,15.38,0.00
103.213.245.121,4,1,0.75,15.40,0.00
94.103.6.20,4,1,0.75,15.43,0.00
93.179.127.89,4,1,0.75,15.44,0.00
103.213.245.121,4,1,0.75,15.47,0.00
94.103.5.180,4,1,0.75,15.47,0.00
94.103.4.97,4,1,0.75,15.48,0.00
94.103.5.180,4,1,0.75,15.49,0.00
8.217.8.26,4,1,0.75,15.52,0.00
35.241.105.37,4,1,0.75,15.54,0.00
34.150.83.73,4,1,0.75,15.54,0.00
94.103.4.144,4,1,0.75,15.55,0.00
35.241.105.37,4,1,0.75,15.57,0.00
93.179.127.89,4,1,0.75,15.58,0.00
93.179.125.176,4,1,0.75,15.59,0.00
93.179.127.54,4,1,0.75,15.62,0.00
93.179.127.54,4,1,0.75,15.62,0.00
94.103.4.37,4,1,0.75,15.63,0.00
94.103.6.208,4,1,0.75,15.63,0.00
93.179.127.89,4,1,0.75,15.64,0.00
34.150.83.73,4,1,0.75,15.65,0.00
94.103.4.97,4,1,0.75,15.66,0.00
94.103.4.37,4,1,0.75,15.66,0.00
103.213.245.121,4,1,0.75,15.67,0.00
93.179.125.176,4,1,0.75,15.67,0.00
94.103.5.180,4,1,0.75,15.69,0.00
94.103.6.208,4,1,0.75,15.69,0.00
35.241.105.37,4,1,0.75,15.70,0.00
93.179.127.89,4,1,0.75,15.71,0.00
94.103.4.37,4,1,0.75,15.72,0.00
94.103.4.97,4,1,0.75,15.72,0.00
93.179.127.89,4,1,0.75,15.73,0.00
94.103.4.144,4,1,0.75,15.73,0.00
34.150.83.73,4,1,0.75,15.77,0.00
94.103.6.208,4,1,0.75,15.77,0.00
94.103.6.72,4,1,0.75,15.81,0.00
94.103.6.208,4,1,0.75,15.82,0.00
94.103.5.180,4,1,0.75,15.82,0.00
94.103.6.20,4,1,0.75,15.83,0.00
123.103.240.38,4,1,0.75,15.83,0.00
94.103.6.72,4,1,0.75,15.83,0.00
94.103.6.72,4,1,0.75,15.84,0.00
93.179.124.183,4,1,0.75,15.85,0.00
94.103.6.208,4,1,0.75,15.86,0.00
94.103.5.180,4,1,0.75,15.87,0.00
94.103.4.97,4,1,0.75,15.88,0.00
93.179.127.89,4,1,0.75,15.89,0.00
93.179.127.89,4,1,0.75,15.91,0.00
93.179.127.54,4,1,0.75,15.91,0.00
93.179.127.89,4,1,0.75,15.91,0.00
94.103.6.20,4,1,0.75,15.92,0.00
94.103.4.97,4,1,0.75,15.94,0.00
94.103.6.208,4,1,0.75,15.96,0.00
94.103.6.208,4,1,0.75,15.99,0.00
94.103.6.20,4,1,0.75,16.01,0.00
94.103.6.208,4,1,0.75,16.02,0.00
34.150.83.73,4,1,0.75,16.05,0.00
93.179.127.207,4,1,0.75,16.06,0.00
94.103.6.20,4,1,0.75,16.07,0.00
93.179.127.89,4,1,0.75,16.08,0.00
93.179.124.142,4,1,0.75,16.09,0.00
94.103.6.208,4,1,0.75,16.09,0.00
94.103.4.97,4,1,0.75,16.10,0.00
34.150.83.73,4,1,0.75,16.10,0.00
94.103.6.208,4,1,0.75,16.11,0.00
93.179.127.54,4,1,0.75,16.12,0.00
94.103.4.37,4,1,0.75,16.13,0.00
93.179.127.54,4,1,0.75,16.13,0.00
94.103.5.180,4,1,0.75,16.14,0.00
94.103.5.180,4,1,0.75,16.15,0.00
34.150.83.73,4,1,0.75,16.17,0.00
93.179.127.89,4,1,0.75,16.18,0.00
34.150.83.73,4,1,0.75,16.19,0.00
34.150.83.73,4,1,0.75,16.22,0.00
93.179.127.89,4,1,0.75,16.23,0.00
93.179.127.89,4,1,0.75,16.23,0.00
34.150.83.73,4,1,0.75,16.24,0.00
94.103.6.20,4,1,0.75,16.25,0.00
47.57.13.107,4,1,0.75,16.27,0.00
8.218.22.224,4,1,0.75,16.30,0.00
34.150.83.73,4,1,0.75,16.32,0.00
156.59.125.44,4,1,0.75,16.33,0.00
103.213.245.121,4,1,0.75,16.35,0.00
94.103.6.208,4,1,0.75,16.36,0.00
94.103.6.72,4,1,0.75,16.37,0.00
103.213.245.121,4,1,0.75,16.37,0.00
34.150.83.73,4,1,0.75,16.38,0.00
94.103.6.208,4,1,0.75,16.39,0.00
93.179.127.89,4,1,0.75,16.41,0.00
34.150.83.73,4,1,0.75,16.41,0.00
94.103.6.208,4,1,0.75,16.45,0.00
93.179.127.89,4,1,0.75,16.51,0.00
94.103.4.97,4,1,0.75,16.51,0.00
93.179.127.54,4,1,0.75,16.51,0.00
93.179.127.89,4,1,0.75,16.53,0.00
93.179.124.142,4,1,0.75,16.54,0.00
93.179.127.89,4,1,0.75,16.54,0.00
94.103.6.208,4,1,0.75,16.56,0.00
93.179.125.176,4,1,0.75,16.56,0.00
94.103.6.208,4,1,0.75,16.56,0.00
94.103.4.37,4,1,0.75,16.57,0.00
94.103.6.208,4,1,0.75,16.59,0.00
35.241.105.37,4,1,0.75,16.60,0.00
94.103.6.72,4,1,0.75,16.68,0.00
94.103.6.208,4,1,0.75,16.68,0.00
93.179.127.89,4,1,0.75,16.69,0.00
93.179.127.89,4,1,0.75,16.71,0.00
93.179.127.207,4,1,0.75,16.72,0.00
35.241.105.37,4,1,0.75,16.73,0.00
93.179.127.89,4,1,0.75,16.74,0.00
94.103.6.208,4,1,0.75,16.76,0.00
94.103.6.20,4,1,0.75,16.77,0.00
94.103.6.72,4,1,0.75,16.77,0.00
94.103.6.208,4,1,0.75,16.78,0.00
103.213.245.121,4,1,0.75,16.80,0.00
93.179.127.54,4,1,0.75,16.81,0.00
94.103.6.208,4,1,0.75,16.81,0.00
93.179.127.89,4,1,0.75,16.82,0.00
94.103.6.208,4,1,0.75,16.83,0.00
94.103.5.180,4,1,0.75,16.83,0.00
103.213.245.121,4,1,0.75,16.86,0.00
103.213.245.121,4,1,0.75,16.86,0.00
93.179.124.142,4,1,0.75,16.87,0.00
94.103.6.208,4,1,0.75,16.88,0.00
93.179.125.176,4,1,0.75,16.90,0.00
94.103.4.97,4,1,0.75,16.96,0.00
94.103.4.37,4,1,0.75,16.98,0.00
93.179.127.89,4,1,0.75,16.99,0.00
93.179.127.89,4,1,0.75,17.02,0.00
94.103.5.180,4,1,0.75,17.02,0.00
94.103.4.37,4,1,0.75,17.02,0.00
94.103.5.180,4,1,0.75,17.05,0.00
34.150.83.73,4,1,0.75,17.06,0.00
94.103.6.72,4,1,0.75,17.06,0.00
94.103.5.180,4,1,0.75,17.10,0.00
103.213.245.121,4,1,0.75,17.12,0.00
93.179.127.89,4,1,0.75,17.12,0.00
93.179.127.89,4,1,0.75,17.13,0.00
94.103.4.97,4,1,0.75,17.13,0.00
93.179.127.89,4,1,0.75,17.13,0.00
94.103.4.97,4,1,0.75,17.15,0.00
94.103.4.97,4,1,0.75,17.15,0.00
94.103.6.20,4,1,0.75,17.16,0.00
93.179.124.142,4,1,0.75,17.17,0.00
94.103.6.20,4,1,0.75,17.20,0.00
94.103.6.20,4,1,0.75,17.21,0.00
94.103.4.97,4,1,0.75,17.29,0.00
34.150.83.73,4,1,0.75,17.30,0.00
94.103.6.72,4,1,0.75,17.31,0.00
94.103.6.208,4,1,0.75,17.34,0.00
103.213.245.121,4,1,0.75,17.37,0.00
94.103.6.208,4,1,0.75,17.40,0.00
93.179.127.89,4,1,0.75,17.40,0.00
94.103.5.180,4,1,0.75,17.46,0.00
45.207.13.209,4,1,0.75,17.48,0.00
93.179.127.89,4,1,0.75,17.49,0.00
93.179.124.142,4,1,0.75,17.50,0.00
94.103.6.72,4,1,0.75,17.50,0.00
94.103.5.180,4,1,0.75,17.50,0.00
93.179.127.89,4,1,0.75,17.62,0.00
93.179.127.89,4,1,0.75,17.63,0.00
94.103.4.37,4,1,0.75,17.64,0.00
94.103.4.97,4,1,0.75,17.65,0.00
94.103.4.37,4,1,0.75,17.65,0.00
94.103.6.72,4,1,0.75,17.66,0.00
93.179.124.142,4,1,0.75,17.67,0.00
93.179.127.89,4,1,0.75,17.68,0.00
94.103.4.97,4,1,0.75,17.70,0.00
47.57.13.107,4,1,0.75,17.72,0.00
34.150.83.73,4,1,0.75,17.79,0.00
93.179.125.176,4,1,0.75,17.83,0.00
93.179.127.89,4,1,0.75,17.83,0.00
93.179.127.89,4,1,0.75,17.84,0.00
94.103.4.144,4,1,0.75,17.88,0.00
94.103.4.144,4,1,0.75,17.91,0.00
94.103.4.144,4,1,0.75,17.92,0.00
34.150.83.73,4,1,0.75,17.93,0.00
93.179.124.142,4,1,0.75,17.96,0.00
34.150.83.73,4,1,0.75,17.96,0.00
94.103.4.97,4,1,0.75,18.00,0.00
94.103.6.20,4,1,0.75,18.07,0.00
93.179.124.183,4,1,0.75,18.09,0.00
103.213.245.121,4,1,0.75,18.09,0.00
94.103.6.208,4,1,0.75,18.11,0.00
94.103.4.97,4,1,0.75,18.13,0.00
93.179.127.207,4,1,0.75,18.15,0.00
94.103.4.37,4,1,0.75,18.15,0.00
94.103.5.180,4,1,0.75,18.16,0.00
35.241.105.37,4,1,0.75,18.16,0.00
94.103.4.37,4,1,0.75,18.23,0.00
94.103.4.97,4,1,0.75,18.23,0.00
94.103.4.97,4,1,0.75,18.23,0.00
94.103.6.208,4,1,0.75,18.25,0.00
93.179.124.142,4,1,0.75,18.27,0.00
94.103.4.97,4,1,0.75,18.28,0.00
93.179.127.89,4,1,0.75,18.29,0.00
94.103.6.72,4,1,0.75,18.29,0.00
47.57.13.107,4,1,0.75,18.30,0.00
94.103.4.97,4,1,0.75,18.32,0.00
123.103.240.38,4,1,0.75,18.34,0.00
94.103.6.208,4,1,0.75,18.39,0.00
94.103.6.20,4,1,0.75,18.43,0.00
93.179.127.89,4,1,0.75,18.45,0.00
94.103.6.72,4,1,0.75,18.50,0.00
93.179.127.89,4,1,0.75,18.51,0.00
94.103.6.20,4,1,0.75,18.52,0.00
94.103.4.37,4,1,0.75,18.52,0.00
93.179.127.89,4,1,0.75,18.53,0.00
93.179.124.142,4,1,0.75,18.57,0.00
94.103.6.208,4,1,0.75,18.57,0.00
94.103.6.72,4,1,0.75,18.57,0.00
34.150.83.73,4,1,0.75,18.60,0.00
93.179.127.54,4,1,0.75,18.62,0.00
94.103.6.72,4,1,0.75,18.64,0.00
93.179.127.89,4,1,0.75,18.72,0.00
94.103.6.20,4,1,0.75,18.73,0.00
34.150.83.73,4,1,0.75,18.73,0.00
103.213.245.121,4,1,0.75,18.74,0.00
94.103.4.97,4,1,0.75,18.75,0.00
93.179.127.89,4,1,0.75,18.76,0.00
93.179.127.89,4,1,0.75,18.81,0.00
47.76.224.185,4,1,0.75,18.81,0.00
93.179.127.54,4,1,0.75,18.83,0.00
35.241.105.37,4,1,0.75,18.97,0.00
93.179.127.89,4,1,0.75,18.98,0.00
93.179.124.142,4,1,0.75,18.99,0.00
94.103.4.37,4,1,0.75,19.05,0.00
93.179.124.142,4,1,0.75,19.06,0.00
93.179.127.89,4,1,0.75,19.20,0.00
94.103.6.72,4,1,0.75,19.29,0.00
93.179.124.142,4,1,0.75,19.30,0.00
94.103.6.208,4,1,0.75,19.31,0.00
93.179.127.54,4,1,0.75,19.40,0.00
93.179.124.142,4,1,0.75,19.40,0.00
94.103.6.72,4,1,0.75,19.41,0.00
93.179.127.89,4,1,0.75,19.45,0.00
103.213.245.121,4,1,0.75,19.47,0.00
103.213.245.121,4,1,0.75,19.47,0.00
94.103.4.144,4,1,0.75,19.52,0.00
94.103.6.200,4,1,0.75,19.59,0.00
34.150.83.73,4,1,0.75,19.69,0.00
94.103.4.37,4,1,0.75,19.70,0.00
94.103.4.97,4,1,0.75,19.72,0.00
94.103.6.72,4,1,0.75,19.73,0.00
47.57.13.107,4,1,0.75,19.79,0.00
94.103.4.97,4,1,0.75,19.79,0.00
93.179.124.183,4,1,0.75,19.82,0.00
103.213.245.121,4,1,0.75,19.89,0.00
93.179.127.89,4,1,0.75,19.91,0.00
93.179.124.142,4,1,0.75,20.08,0.00
35.241.105.37,4,1,0.75,20.13,0.00
103.41.7.2,4,1,0.75,20.14,0.00
35.241.105.37,4,1,0.75,20.14,0.00
34.150.83.73,4,1,0.75,20.16,0.00
94.103.4.37,4,1,0.75,20.17,0.00
93.179.125.176,4,1,0.75,20.18,0.00
94.103.6.72,4,1,0.75,20.25,0.00
94.103.6.20,4,1,0.75,20.27,0.00
93.179.127.89,4,1,0.75,20.37,0.00
94.103.6.72,4,1,0.75,20.41,0.00
94.103.6.20,4,1,0.75,20.54,0.00
94.103.4.176,4,1,0.75,20.55,0.00
93.179.127.89,4,1,0.75,20.55,0.00
94.103.4.144,4,1,0.75,20.61,0.00
94.103.4.37,4,1,0.75,20.65,0.00
94.103.6.20,4,1,0.75,20.71,0.00
93.179.127.89,4,1,0.75,20.74,0.00
34.150.83.73,4,1,0.75,20.76,0.00
35.241.105.37,4,1,0.75,20.81,0.00
94.103.6.208,4,1,0.75,20.84,0.00
94.103.4.97,4,1,0.75,20.85,0.00
93.179.124.142,4,1,0.75,20.86,0.00
93.179.127.89,4,1,0.75,20.96,0.00
94.103.4.97,4,1,0.75,21.05,0.00
34.150.83.73,4,1,0.75,21.06,0.00
94.103.6.208,4,1,0.75,21.10,0.00
94.103.6.20,4,1,0.75,21.11,0.00
94.103.6.208,4,1,0.75,21.18,0.00
103.213.245.121,4,1,0.75,21.33,0.00
103.213.245.121,4,1,0.75,21.34,0.00
94.103.4.97,4,1,0.75,21.36,0.00
34.150.83.73,4,1,0.75,21.38,0.00
93.179.127.207,4,1,0.75,21.44,0.00
93.179.127.207,4,1,0.75,21.48,0.00
8.210.92.83,4,1,0.75,21.50,0.00
94.103.6.208,4,1,0.75,21.53,0.00
94.103.4.36,4,1,0.75,21.55,0.00
94.103.4.144,4,1,0.75,21.62,0.00
103.213.245.121,4,1,0.75,21.66,0.00
94.103.6.72,4,1,0.75,21.73,0.00
94.103.4.37,4,1,0.75,21.77,0.00
35.241.105.37,4,1,0.75,21.81,0.00
94.103.4.37,4,1,0.75,21.84,0.00
93.179.125.176,4,1,0.75,21.85,0.00
93.179.127.89,4,1,0.75,21.96,0.00
94.103.5.180,4,1,0.75,22.02,0.00
34.150.83.73,4,1,0.75,22.08,0.00
93.179.127.89,4,1,0.75,22.31,0.00
94.103.4.97,4,1,0.75,22.41,0.00
103.213.245.121,4,1,0.75,22.48,0.00
94.103.6.20,4,1,0.75,22.64,0.00
94.103.6.208,4,1,0.75,22.66,0.00
94.103.6.20,4,1,0.75,22.85,0.00
93.179.127.54,4,1,0.75,22.89,0.00
93.179.124.142,4,1,0.75,22.89,0.00
34.150.83.73,4,1,0.75,23.02,0.00
93.179.127.89,4,1,0.75,23.12,0.00
93.179.127.207,4,1,0.75,23.33,0.00
94.103.5.180,4,1,0.75,23.80,0.00
94.103.4.37,4,1,0.75,24.89,0.00
94.103.4.144,4,1,0.75,25.33,0.00
34.150.83.73,4,1,0.75,25.40,0.00
94.103.4.144,4,1,0.75,26.13,0.00
94.103.4.37,4,1,0.75,26.55,0.00
94.103.6.20,4,1,0.75,26.62,0.00
94.103.6.208,4,1,0.75,26.64,0.00
93.179.127.89,4,1,0.75,26.86,0.00
94.103.6.208,4,1,0.75,26.93,0.00
94.103.4.37,4,1,0.75,27.39,0.00
93.179.125.176,4,1,0.75,27.87,0.00
93.179.125.176,4,1,0.75,28.07,0.00
94.103.4.37,4,1,0.75,28.13,0.00
94.103.4.144,4,1,0.75,28.31,0.00
93.179.127.89,4,1,0.75,28.45,0.00
94.103.6.208,4,1,0.75,28.46,0.00
94.103.4.97,4,1,0.75,28.83,0.00
103.213.245.121,4,1,0.75,29.16,0.00
103.213.245.121,4,1,0.75,29.29,0.00
94.103.4.37,4,1,0.75,29.77,0.00
94.103.6.20,4,1,0.75,30.20,0.00
94.103.6.20,4,1,0.75,30.26,0.00
94.103.4.97,4,1,0.75,31.43,0.00
94.103.4.37,4,1,0.75,32.25,0.00
94.103.6.20,4,1,0.75,32.25,0.00
93.179.127.89,4,1,0.75,32.93,0.00
93.179.127.54,4,1,0.75,34.09,0.00
93.179.125.176,4,1,0.75,35.87,0.00
93.179.127.89,4,1,0.75,38.37,0.00
94.103.4.97,4,1,0.75,38.61,0.00
154.198.209.51,4,1,0.75,39.01,0.00
101.32.15.202,4,1,0.75,39.10,0.00
94.103.6.200,4,1,0.75,39.20,0.00
38.207.40.76,4,1,0.75,40.29,0.00
119.28.52.171,4,1,0.75,40.48,0.00
46.3.104.16,4,1,0.75,41.98,0.00
101.32.187.134,4,1,0.75,42.10,0.00
45.125.12.222,4,1,0.75,42.29,0.00
93.179.124.142,4,1,0.75,42.84,0.00
43.254.216.132,4,1,0.75,44.41,0.00
45.116.79.185,4,1,0.75,45.27,0.00
38.207.51.151,4,1,0.75,46.52,0.00
35.241.105.37,4,1,0.75,47.64,0.00
45.153.130.134,4,1,0.75,47.80,0.00
34.150.83.73,4,1,0.75,48.07,0.00
94.103.4.37,4,1,0.75,48.12,0.00
94.103.6.20,4,1,0.75,48.28,0.00
94.103.6.72,4,1,0.75,49.30,0.00
