IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
93.179.125.176,4,1,0.75,49.91,0.00
93.179.125.176,4,1,0.75,49.97,0.00
34.150.83.73,4,1,0.75,50.15,0.00
34.150.83.73,4,1,0.75,50.24,0.00
94.103.6.20,4,1,0.75,50.34,0.00
93.179.124.142,4,1,0.75,50.48,0.00
34.150.83.73,4,1,0.75,50.83,0.00
94.103.4.37,4,1,0.75,50.93,0.00
34.150.83.73,4,1,0.75,50.97,0.00
34.150.83.73,4,1,0.75,51.08,0.00
34.150.83.73,4,1,0.75,51.50,0.00
34.150.83.73,4,1,0.75,51.63,0.00
35.241.105.37,4,1,0.75,52.11,0.00
94.103.5.180,4,1,0.75,52.31,0.00
94.103.4.97,4,1,0.75,52.31,0.00
94.103.4.97,4,1,0.75,52.38,0.00
38.207.40.86,4,1,0.75,52.76,0.00
34.150.83.73,4,1,0.75,52.76,0.00
34.150.83.73,4,1,0.75,52.96,0.00
94.103.6.20,4,1,0.75,53.29,0.00
94.103.4.97,4,1,0.75,53.29,0.00
103.51.144.66,4,1,0.75,53.39,0.00
34.150.83.73,4,1,0.75,53.52,0.00
34.150.83.73,4,1,0.75,54.21,0.00
34.150.83.73,4,1,0.75,54.24,0.00
94.103.6.72,4,1,0.75,54.29,0.00
94.103.6.72,4,1,0.75,54.29,0.00
94.103.4.97,4,1,0.75,54.29,0.00
34.150.83.73,4,1,0.75,55.06,0.00
34.150.83.73,4,1,0.75,55.29,0.00
35.241.105.37,4,1,0.75,55.59,0.00
34.150.83.73,4,1,0.75,55.62,0.00
35.241.105.37,4,1,0.75,55.98,0.00
34.150.83.73,4,1,0.75,55.99,0.00
34.150.83.73,4,1,0.75,56.20,0.00
94.103.4.37,4,1,0.75,56.39,0.00
34.150.83.73,4,1,0.75,56.54,0.00
35.241.105.37,4,1,0.75,56.89,0.00
94.103.4.37,4,1,0.75,57.04,0.00
35.241.105.37,4,1,0.75,58.42,0.00
118.99.6.147,4,1,0.75,58.93,0.00
103.213.245.121,4,1,0.75,60.75,0.00
34.150.83.73,4,1,0.75,62.19,0.00
34.150.83.73,4,1,0.75,62.62,0.00
159.138.31.233,4,1,0.75,64.27,0.00
43.129.216.150,4,1,0.75,64.72,0.00
34.150.83.73,4,1,0.75,65.93,0.00
94.103.4.97,4,1,0.75,66.96,0.00
94.103.6.208,4,1,0.75,67.13,0.00
159.138.11.238,4,1,0.75,67.64,0.00
118.107.18.121,4,1,0.75,69.94,0.00
34.150.83.73,4,1,0.75,70.74,0.00
94.103.6.20,4,1,0.75,75.74,0.00
43.247.133.128,4,1,0.75,75.87,0.00
94.103.4.37,4,1,0.75,77.24,0.00
38.47.121.70,4,1,0.75,83.12,0.00
16.162.69.205,4,1,0.75,83.14,0.00
43.198.198.14,4,1,0.75,85.74,0.00
93.179.127.89,4,1,0.75,87.30,0.00
18.167.183.104,4,1,0.75,88.97,0.00
52.229.215.183,4,1,0.75,90.99,0.00
154.84.2.22,4,1,0.75,92.35,0.00
45.152.66.84,4,1,0.75,92.64,0.00
34.150.83.73,4,1,0.75,112.73,0.00
93.179.127.54,4,1,0.75,118.41,0.00
93.179.127.54,4,1,0.75,124.40,0.00
94.103.6.208,4,1,0.75,124.55,0.00
34.150.83.73,4,1,0.75,137.43,0.00
154.211.8.24,4,1,0.75,152.93,0.00
154.211.8.36,4,1,0.75,155.95,0.00
154.211.8.24,4,1,0.75,155.96,0.00
27.126.248.231,4,1,0.75,156.49,0.00
27.50.48.7,4,1,0.75,158.27,0.00
154.211.8.24,4,1,0.75,159.65,0.00
217.194.133.196,4,1,0.75,161.12,0.00
154.211.8.36,4,1,0.75,163.00,0.00
154.211.8.36,4,1,0.75,163.16,0.00
27.50.48.2,4,1,0.75,164.44,0.00
103.213.245.121,4,1,0.75,166.69,0.00
27.50.48.7,4,1,0.75,169.95,0.00
43.243.71.16,4,1,0.75,174.66,0.00
38.150.3.155,4,1,0.75,182.80,0.00
154.211.8.24,4,1,0.75,183.85,0.00
27.50.48.11,4,1,0.75,190.13,0.00
34.150.83.73,4,1,0.75,190.55,0.00
93.179.127.207,4,1,0.75,193.05,0.00
38.150.3.211,4,1,0.75,199.51,0.00
103.213.245.121,4,1,0.75,207.36,0.00
103.213.245.121,4,1,0.75,210.22,0.00
34.150.83.73,4,1,0.75,223.54,0.00
103.160.204.10,4,1,0.75,229.37,0.00
93.179.124.183,4,1,0.75,232.05,0.00
34.150.83.73,4,1,0.75,232.19,0.00
154.211.8.24,4,1,0.75,234.65,0.00
34.150.83.73,4,1,0.75,237.07,0.00
103.213.245.121,4,1,0.75,241.25,0.00
62.60.248.149,4,1,0.75,250.83,0.00
93.179.124.183,4,1,0.75,251.03,0.00
93.179.124.183,4,1,0.75,251.64,0.00
154.211.8.24,4,1,0.75,252.29,0.00
47.76.107.146,4,1,0.75,253.07,0.00
34.150.83.73,4,1,0.75,254.77,0.00
34.150.83.73,4,1,0.75,260.08,0.00
62.60.229.221,4,1,0.75,264.01,0.00
154.211.8.24,4,1,0.75,265.10,0.00
62.60.248.246,4,1,0.75,265.60,0.00
154.85.152.73,4,1,0.75,271.25,0.00
34.150.83.73,4,1,0.75,277.82,0.00
34.150.83.73,4,1,0.75,278.83,0.00
45.207.220.128,4,1,0.75,330.42,0.00
103.160.204.5,4,1,0.75,337.49,0.00
154.211.8.24,4,1,0.75,339.00,0.00
103.213.245.121,4,1,0.75,354.81,0.00
62.60.233.163,4,1,0.75,511.50,0.00
156.235.12.124,4,1,0.75,838.23,0.00
156.235.12.124,4,1,0.75,875.63,0.00
156.235.12.124,4,1,0.75,882.53,0.00
156.235.12.124,4,1,0.75,882.94,0.00
156.235.12.124,4,1,0.75,884.64,0.00
156.235.12.124,4,1,0.75,893.46,0.00
156.235.12.124,4,1,0.75,897.73,0.00
156.235.12.124,4,1,0.75,897.90,0.00
156.235.12.124,4,1,0.75,899.28,0.00
156.235.12.124,4,1,0.75,899.58,0.00
156.235.12.124,4,1,0.75,901.96,0.00
156.235.12.124,4,1,0.75,903.03,0.00
156.235.12.124,4,1,0.75,903.04,0.00
156.235.12.124,4,1,0.75,903.54,0.00
156.235.12.124,4,1,0.75,903.71,0.00
156.235.12.124,4,1,0.75,912.05,0.00
156.235.12.124,4,1,0.75,912.08,0.00
156.235.12.124,4,1,0.75,912.51,0.00
156.235.12.124,4,1,0.75,912.59,0.00
156.235.12.124,4,1,0.75,913.69,0.00
156.235.12.124,4,1,0.75,915.02,0.00
156.235.12.124,4,1,0.75,915.95,0.00
156.235.12.124,4,1,0.75,919.75,0.00
156.235.12.124,4,1,0.75,922.92,0.00
156.235.12.124,4,1,0.75,924.24,0.00
156.235.12.124,4,1,0.75,934.40,0.00
156.235.12.124,4,1,0.75,934.89,0.00
156.235.12.124,4,1,0.75,937.77,0.00
156.235.12.124,4,1,0.75,937.81,0.00
156.235.12.124,4,1,0.75,937.98,0.00
156.235.12.124,4,1,0.75,939.03,0.00
156.235.12.124,4,1,0.75,939.13,0.00
156.235.12.124,4,1,0.75,939.26,0.00
156.235.12.124,4,1,0.75,953.83,0.00
156.235.12.124,4,1,0.75,966.07,0.00
156.235.12.124,4,1,0.75,970.79,0.00
156.235.12.124,4,1,0.75,972.23,0.00
156.235.12.124,4,1,0.75,972.48,0.00
156.235.12.124,4,1,0.75,987.60,0.00
156.235.12.124,4,1,0.75,996.19,0.00
156.235.12.124,4,1,0.75,996.38,0.00
156.235.12.124,4,1,0.75,996.78,0.00
